[1162, 749]
[chapter-title, [310.0, 203.0, 136.0, 30.0], shoonya_3s7CS9KV03TVXC, 5699854]
[headline, [180.0, 261.0, 405.0, 25.5], B97FwnLabi, 5699854]
[paragraph, [84.0, 350.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 368.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 386.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 404.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 422.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 440.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 458.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 476.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 494.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 512.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 530.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 548.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 566.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 584.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 602.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 620.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 638.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 656.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 674.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 692.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 710.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 728.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 746.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 764.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 782.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 800.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [84.0, 818.0, 579.0, 18.0], shoonya_1sTYR9K6R3ZHSI, 5699854]
[paragraph, [88.0, 843.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [88.0, 861.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [88.0, 879.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [88.0, 897.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [88.0, 915.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [88.0, 933.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [88.0, 951.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [88.0, 969.0, 577.0, 18.0], shoonya_0sX7IT5FOWVKIB, 5699854]
[paragraph, [91.0, 995.0, 574.0, 18.0], shoonya_2sBAXPLCUVDU07, 5699854]
[paragraph, [91.0, 1013.0, 574.0, 18.0], shoonya_2sBAXPLCUVDU07, 5699854]
[paragraph, [91.0, 1031.0, 574.0, 18.0], shoonya_2sBAXPLCUVDU07, 5699854]
[paragraph, [91.0, 1049.0, 574.0, 18.0], shoonya_2sBAXPLCUVDU07, 5699854]
[paragraph, [91.0, 1067.0, 574.0, 18.0], shoonya_2sBAXPLCUVDU07, 5699854]
