[6000, 4167]
[folio, [1432.0, 625.0, 1286.0, 52.5], xKk4J_EJuC, 5721675]
[folio, [1432.0, 677.5, 1286.0, 52.5], xKk4J_EJuC, 5721675]
[folio, [1432.0, 730.0, 1286.0, 52.5], xKk4J_EJuC, 5721675]
[paragraph, [608.0, 898.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 950.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1003.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1055.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1108.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1160.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1213.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1265.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1318.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1370.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1423.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1475.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1528.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1580.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1633.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1685.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1738.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1790.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1843.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1895.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 1948.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 2000.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 2053.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 2105.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 2158.0, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [608.0, 2210.5, 2945.0, 52.5], shoonya_1sB5T321ETFMKG, 5721675]
[paragraph, [619.0, 2392.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2444.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2497.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2549.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2602.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2654.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2707.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2759.5, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
[paragraph, [619.0, 2812.0, 2938.0, 52.5], shoonya_0sWL7SJGNW9ZMP, 5721675]
