[1987, 1270]
[chapter-title, [499.0, 254.0, 270.0, 58.5], shoonya_0sJSMY11O6RBT2, 5681940]
[paragraph, [127.0, 408.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 444.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 480.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 516.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 552.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 588.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 624.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 660.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 696.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 732.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 768.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 804.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 840.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 876.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [127.0, 912.0, 1024.0, 36.0], shoonya_2s1I6V4A7BS4T0, 5681940]
[paragraph, [119.0, 974.0, 1028.0, 36.0], HehY7xtbYv, 5681940]
[paragraph, [119.0, 1010.0, 1028.0, 36.0], HehY7xtbYv, 5681940]
[paragraph, [119.0, 1046.0, 1028.0, 36.0], HehY7xtbYv, 5681940]
[paragraph, [119.0, 1082.0, 1028.0, 36.0], HehY7xtbYv, 5681940]
[paragraph, [119.0, 1118.0, 1028.0, 36.0], HehY7xtbYv, 5681940]
[paragraph, [122.0, 1190.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1226.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1262.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1298.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1334.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1370.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1406.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1442.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1478.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1514.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1550.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1586.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1622.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1658.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1694.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1730.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1766.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
[paragraph, [122.0, 1802.0, 1027.0, 36.0], VayuIK1MYv, 5681940]
