[1326, 829]
[folio, [362.0, 79.0, 147.0, 18.0], jP5SbxNTBt, 5770021]
[folio, [362.0, 97.0, 147.0, 18.0], jP5SbxNTBt, 5770021]
[paragraph, [76.0, 132.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 150.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 168.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 186.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 204.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 222.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 240.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 258.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 276.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 294.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 312.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 330.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 348.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 366.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 384.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 402.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 420.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 438.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 456.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 474.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 492.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 510.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 528.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 546.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 564.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 582.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [76.0, 600.0, 335.0, 18.0], nPa7b0Hgab, 5770021]
[paragraph, [419.0, 134.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 152.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 170.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 188.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 206.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 224.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 242.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 260.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 278.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 296.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 314.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 332.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 350.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 368.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 386.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 404.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 422.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 440.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 458.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 476.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 494.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [419.0, 512.0, 343.0, 18.0], NvI8vAwZM_, 5770021]
[paragraph, [413.0, 528.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 546.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 564.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 582.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 600.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 618.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 636.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 654.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 672.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [413.0, 690.0, 351.0, 18.0], TMfq3QMwmW, 5770021]
[paragraph, [69.0, 630.0, 353.0, 18.0], owxaKL4RJM, 5770021]
[paragraph, [69.0, 648.0, 353.0, 18.0], owxaKL4RJM, 5770021]
[paragraph, [69.0, 666.0, 353.0, 18.0], owxaKL4RJM, 5770021]
[paragraph, [69.0, 684.0, 353.0, 18.0], owxaKL4RJM, 5770021]
[paragraph, [69.0, 702.0, 353.0, 18.0], owxaKL4RJM, 5770021]
[reference, [75.0, 723.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 741.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 759.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 777.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 795.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 813.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 831.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 849.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 867.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 885.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 903.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 921.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 939.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 957.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 975.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 993.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1011.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1029.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1047.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1065.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1083.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1101.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1119.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1137.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1155.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1173.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1191.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1209.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
[reference, [75.0, 1227.0, 682.0, 18.0], shoonya_0sYPLOHO803KXA, 5770021]
