[1275, 750]
[section-title, [301.0, 87.0, 131.0, 30.0], shoonya_1s5ZECI4TP0LU8, 5767449]
[paragraph, [47.0, 147.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 165.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 183.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 201.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 219.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 237.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 255.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 273.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 291.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 309.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 327.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 345.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 363.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 381.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 399.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 417.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 435.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 453.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 471.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 489.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 507.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 525.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 543.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 561.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 579.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 597.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 615.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 633.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 651.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 669.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 687.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 705.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 723.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 741.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 759.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 777.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 795.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 813.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 831.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 849.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 867.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 885.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 903.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 921.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 939.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 957.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 975.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 993.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 1011.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [47.0, 1029.0, 652.0, 18.0], oBLOF3qWap, 5767449]
[paragraph, [67.0, 1053.0, 618.0, 18.0], shoonya_2sON90UXNS5PZS, 5767449]
[paragraph, [67.0, 1071.0, 618.0, 18.0], shoonya_2sON90UXNS5PZS, 5767449]
[paragraph, [67.0, 1089.0, 618.0, 18.0], shoonya_2sON90UXNS5PZS, 5767449]
[paragraph, [67.0, 1107.0, 618.0, 18.0], shoonya_2sON90UXNS5PZS, 5767449]
[paragraph, [67.0, 1125.0, 618.0, 18.0], shoonya_2sON90UXNS5PZS, 5767449]
[paragraph, [67.0, 1143.0, 618.0, 18.0], shoonya_2sON90UXNS5PZS, 5767449]
[paragraph, [67.0, 1161.0, 618.0, 18.0], shoonya_2sON90UXNS5PZS, 5767449]
