[1565, 1152]
[section-title, [142.0, 153.0, 480.0, 49.5], shoonya_5sD0PWWEPKIIMV, 5712504]
[section-title, [142.0, 202.5, 480.0, 49.5], shoonya_5sD0PWWEPKIIMV, 5712504]
[section-title, [142.0, 252.0, 480.0, 49.5], shoonya_5sD0PWWEPKIIMV, 5712504]
[paragraph, [101.0, 345.0, 450.0, 36.0], shoonya_1s88JG26GJNQ1I, 5712504]
[paragraph, [101.0, 381.0, 450.0, 36.0], shoonya_1s88JG26GJNQ1I, 5712504]
[paragraph, [101.0, 417.0, 450.0, 36.0], shoonya_1s88JG26GJNQ1I, 5712504]
[paragraph, [101.0, 453.0, 450.0, 36.0], shoonya_1s88JG26GJNQ1I, 5712504]
[paragraph, [101.0, 489.0, 450.0, 36.0], shoonya_1s88JG26GJNQ1I, 5712504]
[paragraph, [101.0, 525.0, 450.0, 36.0], shoonya_1s88JG26GJNQ1I, 5712504]
[paragraph, [101.0, 561.0, 450.0, 36.0], shoonya_1s88JG26GJNQ1I, 5712504]
[paragraph, [101.0, 626.0, 457.0, 36.0], shoonya_3sK3YUHCZK647Z, 5712504]
[paragraph, [101.0, 662.0, 457.0, 36.0], shoonya_3sK3YUHCZK647Z, 5712504]
[paragraph, [101.0, 698.0, 457.0, 36.0], shoonya_3sK3YUHCZK647Z, 5712504]
[paragraph, [101.0, 734.0, 457.0, 36.0], shoonya_3sK3YUHCZK647Z, 5712504]
[paragraph, [101.0, 770.0, 457.0, 36.0], shoonya_3sK3YUHCZK647Z, 5712504]
[paragraph, [101.0, 816.0, 458.0, 36.0], shoonya_0sA06E93I7S1GG, 5712504]
[paragraph, [101.0, 852.0, 458.0, 36.0], shoonya_0sA06E93I7S1GG, 5712504]
[paragraph, [101.0, 888.0, 458.0, 36.0], shoonya_0sA06E93I7S1GG, 5712504]
[paragraph, [101.0, 924.0, 458.0, 36.0], shoonya_0sA06E93I7S1GG, 5712504]
[paragraph, [97.0, 979.0, 464.0, 36.0], shoonya_2s34YXQPT6B77I, 5712504]
[paragraph, [97.0, 1015.0, 464.0, 36.0], shoonya_2s34YXQPT6B77I, 5712504]
[paragraph, [97.0, 1051.0, 464.0, 36.0], shoonya_2s34YXQPT6B77I, 5712504]
[paragraph, [97.0, 1087.0, 464.0, 36.0], shoonya_2s34YXQPT6B77I, 5712504]
[paragraph, [97.0, 1123.0, 464.0, 36.0], shoonya_2s34YXQPT6B77I, 5712504]
[paragraph, [97.0, 1159.0, 464.0, 36.0], shoonya_2s34YXQPT6B77I, 5712504]
[paragraph, [92.0, 1194.0, 466.0, 36.0], shoonya_7sYC4GDQZ1R7PN, 5712504]
[paragraph, [92.0, 1230.0, 466.0, 36.0], shoonya_7sYC4GDQZ1R7PN, 5712504]
[paragraph, [92.0, 1266.0, 466.0, 36.0], shoonya_7sYC4GDQZ1R7PN, 5712504]
[paragraph, [104.0, 1334.0, 434.0, 36.0], XD5QxSVfzW, 5712504]
[paragraph, [104.0, 1370.0, 434.0, 36.0], XD5QxSVfzW, 5712504]
