[2339, 1653]
[paragraph, [247.0, 245.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 281.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 317.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 353.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 389.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 425.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 461.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 497.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 533.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 569.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 605.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 641.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 677.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 713.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 749.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 785.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 821.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 857.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 893.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 929.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 965.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 1001.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 1037.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 1073.0, 1154.0, 36.0], shoonya_1s2M5DK7LQLH51, 5687089]
[paragraph, [247.0, 1152.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1188.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1224.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1260.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1296.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1332.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1368.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1404.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1440.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1476.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1512.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1548.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1584.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1620.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1656.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [247.0, 1692.0, 1152.0, 36.0], shoonya_0sDXJ8AJRJHC7N, 5687089]
[paragraph, [249.0, 1772.0, 1159.0, 36.0], shoonya_3sNJNXN8R5YEPR, 5687089]
[paragraph, [249.0, 1808.0, 1159.0, 36.0], shoonya_3sNJNXN8R5YEPR, 5687089]
[paragraph, [249.0, 1844.0, 1159.0, 36.0], shoonya_3sNJNXN8R5YEPR, 5687089]
[paragraph, [249.0, 1880.0, 1159.0, 36.0], shoonya_3sNJNXN8R5YEPR, 5687089]
[paragraph, [249.0, 1916.0, 1159.0, 36.0], shoonya_3sNJNXN8R5YEPR, 5687089]
[reference, [256.0, 2015.0, 919.0, 36.0], shoonya_2s9OZN734SGQK1, 5687089]
[reference, [256.0, 2051.0, 919.0, 36.0], shoonya_2s9OZN734SGQK1, 5687089]
