[1754, 1241]
[paragraph, [206.0, 94.0, 895.0, 36.0], WKQxeRScgr, 5706991]
[paragraph, [206.0, 130.0, 895.0, 36.0], WKQxeRScgr, 5706991]
[ordered-list, [172.0, 203.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [172.0, 239.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [172.0, 275.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [172.0, 311.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [172.0, 347.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [172.0, 383.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [172.0, 419.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [172.0, 455.0, 931.0, 36.0], shoonya_2sYZM79314FLAP, 5706991]
[ordered-list, [139.0, 589.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 625.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 661.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 697.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 733.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 769.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 805.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 841.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 877.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 913.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 949.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 985.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1021.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1057.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1093.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1129.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1165.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1201.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1237.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1273.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1309.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1345.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1381.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1417.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1453.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1489.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1525.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[ordered-list, [139.0, 1561.0, 997.0, 36.0], iUVy1oifCr, 5706991]
[sub-ordered-list, [179.0, 648.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 684.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 720.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 756.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 792.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 828.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 864.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 900.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 936.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 972.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1008.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1044.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1080.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1116.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1152.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1188.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1224.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1260.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1296.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1332.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1368.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1404.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1440.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1476.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1512.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
[sub-ordered-list, [179.0, 1548.0, 923.0, 36.0], shoonya_0sOF4NL97XB5PC, 5706991]
