[842, 596]
[chapter-title, [253.0, 91.0, 91.0, 30.0], VbjLy3sZYW, 5780494]
[ordered-list, [57.0, 129.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 147.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 165.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 183.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 201.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 219.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 237.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 255.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 273.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 291.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 309.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 327.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 345.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 363.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 381.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 399.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 417.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 435.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 453.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 471.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[ordered-list, [57.0, 489.0, 488.0, 18.0], shoonya_0sWJIPY22IJ3AU, 5780494]
[sub-ordered-list, [79.0, 279.0, 454.0, 18.0], oh9v6DGco5, 5780494]
[sub-ordered-list, [79.0, 297.0, 454.0, 18.0], oh9v6DGco5, 5780494]
[sub-ordered-list, [79.0, 315.0, 454.0, 18.0], oh9v6DGco5, 5780494]
[sub-ordered-list, [79.0, 333.0, 454.0, 18.0], oh9v6DGco5, 5780494]
[sub-ordered-list, [79.0, 351.0, 454.0, 18.0], oh9v6DGco5, 5780494]
