[1103, 748]
[section-title, [180.0, 77.0, 437.0, 30.0], shoonya_0sND1YZ9UIE9NA, 5781133]
[sub-section-title, [231.0, 126.0, 343.0, 25.5], a9Q12VrA52, 5781133]
[subsub-section-title, [323.0, 171.0, 156.0, 15.0], boWIgfvbC4, 5781133]
[subsub-section-title, [323.0, 186.0, 156.0, 15.0], boWIgfvbC4, 5781133]
[jumpline, [119.0, 210.0, 324.0, 18.0], vbokGUBu9Q, 5781133]
[jumpline, [122.0, 241.0, 320.0, 18.0], TvaFLPFnNK, 5781133]
[jumpline, [115.0, 279.0, 397.0, 18.0], BHgWS0PvLV, 5781133]
[subsub-section-title, [292.0, 343.0, 208.0, 15.0], 1kq155j8dV, 5781133]
[subsub-section-title, [292.0, 358.0, 208.0, 15.0], 1kq155j8dV, 5781133]
[paragraph, [92.0, 390.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 408.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 426.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 444.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 462.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 480.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 498.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 516.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 534.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 552.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 570.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 588.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 606.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[paragraph, [92.0, 624.0, 598.0, 18.0], 2FRPAmqpU5, 5781133]
[folio, [199.0, 941.0, 370.0, 18.0], ucBBYkQLz6, 5781133]
[quote, [321.0, 942.0, 242.0, 18.0], rdgbW1yxc6, 5781133]
