[2339, 1656]
[paragraph, [124.0, 88.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 124.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 160.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 196.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 232.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 268.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 304.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 340.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [124.0, 376.0, 715.0, 36.0], shoonya_0s5BIQ2L0UCC70, 5749955]
[paragraph, [862.0, 103.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 139.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 175.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 211.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 247.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 283.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 319.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 355.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 391.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 427.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 463.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 499.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 535.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 571.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 607.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 643.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 679.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 715.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 751.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 787.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 823.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 859.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 895.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 931.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 967.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 1003.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 1039.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [862.0, 1075.0, 701.0, 36.0], shoonya_5sPI57NAYCQCZ7, 5749955]
[paragraph, [122.0, 427.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 463.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 499.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 535.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 571.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 607.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 643.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 679.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 715.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 751.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 787.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 823.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 859.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 895.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 931.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 967.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1003.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1039.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1075.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1111.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1147.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1183.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1219.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1255.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [122.0, 1291.0, 715.0, 36.0], f13vVs8zLB, 5749955]
[paragraph, [864.0, 1118.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1154.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1190.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1226.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1262.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1298.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1334.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1370.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1406.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1442.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1478.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1514.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [864.0, 1550.0, 699.0, 36.0], shoonya_3s209U3YAO6HO2, 5749955]
[paragraph, [133.0, 1328.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1364.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1400.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1436.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1472.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1508.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1544.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1580.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [133.0, 1616.0, 700.0, 36.0], shoonya_1sEYS689CYEHEA, 5749955]
[paragraph, [889.0, 1596.0, 654.0, 36.0], shoonya_7s35I9BFH5QMYN, 5749955]
[paragraph, [889.0, 1632.0, 654.0, 36.0], shoonya_7s35I9BFH5QMYN, 5749955]
[paragraph, [132.0, 1651.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[paragraph, [132.0, 1687.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[paragraph, [132.0, 1723.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[paragraph, [132.0, 1759.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[paragraph, [132.0, 1795.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[paragraph, [132.0, 1831.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[paragraph, [132.0, 1867.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[paragraph, [132.0, 1903.0, 701.0, 36.0], shoonya_2sL2A50MOJ3KUX, 5749955]
[reference, [1311.0, 1703.0, 236.0, 36.0], FH2Jt-ray9, 5749955]
[paragraph, [860.0, 1751.0, 708.0, 36.0], shoonya_9sI4AGCVKPE440, 5749955]
[paragraph, [860.0, 1787.0, 708.0, 36.0], shoonya_9sI4AGCVKPE440, 5749955]
[paragraph, [860.0, 1823.0, 708.0, 36.0], shoonya_9sI4AGCVKPE440, 5749955]
[paragraph, [860.0, 1859.0, 708.0, 36.0], shoonya_9sI4AGCVKPE440, 5749955]
[paragraph, [860.0, 1895.0, 708.0, 36.0], shoonya_9sI4AGCVKPE440, 5749955]
[paragraph, [860.0, 1931.0, 708.0, 36.0], shoonya_9sI4AGCVKPE440, 5749955]
[paragraph, [885.0, 1974.0, 618.0, 36.0], shoonya_8sDFLVZGINRRBA, 5749955]
[footnote, [122.0, 1996.0, 715.0, 36.0], ia80G8ZkGG, 5749955]
[footnote, [122.0, 2032.0, 715.0, 36.0], ia80G8ZkGG, 5749955]
[footnote, [122.0, 2068.0, 715.0, 36.0], ia80G8ZkGG, 5749955]
[reference, [1386.0, 2033.0, 118.0, 36.0], ZPzkieh_ea, 5749955]
