[1755, 1241]
[paragraph, [138.0, 113.0, 961.0, 36.0], shoonya_4s7YEVOOWK77PN, 5709189]
[paragraph, [138.0, 149.0, 961.0, 36.0], shoonya_4s7YEVOOWK77PN, 5709189]
[paragraph, [138.0, 185.0, 961.0, 36.0], shoonya_4s7YEVOOWK77PN, 5709189]
[paragraph, [138.0, 221.0, 961.0, 36.0], shoonya_4s7YEVOOWK77PN, 5709189]
[paragraph, [143.0, 327.0, 956.0, 36.0], shoonya_5sIU9ANIH9M7GU, 5709189]
[paragraph, [143.0, 363.0, 956.0, 36.0], shoonya_5sIU9ANIH9M7GU, 5709189]
[paragraph, [139.0, 428.0, 961.0, 36.0], shoonya_2sF05L5ZCVB7BI, 5709189]
[paragraph, [139.0, 464.0, 961.0, 36.0], shoonya_2sF05L5ZCVB7BI, 5709189]
[paragraph, [139.0, 500.0, 961.0, 36.0], shoonya_2sF05L5ZCVB7BI, 5709189]
[paragraph, [139.0, 536.0, 961.0, 36.0], shoonya_2sF05L5ZCVB7BI, 5709189]
[paragraph, [139.0, 572.0, 961.0, 36.0], shoonya_2sF05L5ZCVB7BI, 5709189]
[paragraph, [139.0, 608.0, 961.0, 36.0], shoonya_2sF05L5ZCVB7BI, 5709189]
[paragraph, [139.0, 731.0, 961.0, 36.0], shoonya_1s39PBGBYMWBY9, 5709189]
[paragraph, [139.0, 767.0, 961.0, 36.0], shoonya_1s39PBGBYMWBY9, 5709189]
[paragraph, [139.0, 803.0, 961.0, 36.0], shoonya_1s39PBGBYMWBY9, 5709189]
[paragraph, [139.0, 839.0, 961.0, 36.0], shoonya_1s39PBGBYMWBY9, 5709189]
[paragraph, [139.0, 875.0, 961.0, 36.0], shoonya_1s39PBGBYMWBY9, 5709189]
[paragraph, [139.0, 911.0, 961.0, 36.0], shoonya_1s39PBGBYMWBY9, 5709189]
[paragraph, [139.0, 1039.0, 960.0, 36.0], shoonya_3sYUKDARD7JI00, 5709189]
[paragraph, [139.0, 1075.0, 960.0, 36.0], shoonya_3sYUKDARD7JI00, 5709189]
[paragraph, [139.0, 1111.0, 960.0, 36.0], shoonya_3sYUKDARD7JI00, 5709189]
[paragraph, [139.0, 1147.0, 960.0, 36.0], shoonya_3sYUKDARD7JI00, 5709189]
[paragraph, [140.0, 1249.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1285.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1321.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1357.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1393.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1429.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1465.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1501.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
[paragraph, [140.0, 1537.0, 959.0, 36.0], shoonya_0sS4BWMN3L9XKK, 5709189]
