[1744, 1332]
[headline, [473.0, 306.0, 371.0, 37.5], C2FLliiwo5, 5771596]
[headline, [473.0, 343.5, 371.0, 37.5], C2FLliiwo5, 5771596]
[headline, [473.0, 381.0, 371.0, 37.5], C2FLliiwo5, 5771596]
[sub-headline, [166.0, 425.0, 1033.0, 36.0], yFn-A8_wQD, 5771596]
[sub-headline, [166.0, 461.0, 1033.0, 36.0], yFn-A8_wQD, 5771596]
[sidebar, [163.0, 547.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 583.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 619.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 655.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 691.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 727.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 763.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 799.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 835.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[sidebar, [163.0, 871.0, 1006.0, 36.0], M-0YirJy3B, 5771596]
[paragraph, [126.0, 945.0, 535.0, 36.0], HgpfkMAKoO, 5771596]
[paragraph, [126.0, 981.0, 535.0, 36.0], HgpfkMAKoO, 5771596]
[paragraph, [126.0, 1017.0, 535.0, 36.0], HgpfkMAKoO, 5771596]
[paragraph, [126.0, 1053.0, 535.0, 36.0], HgpfkMAKoO, 5771596]
[paragraph, [126.0, 1089.0, 535.0, 36.0], HgpfkMAKoO, 5771596]
[paragraph, [678.0, 945.0, 516.0, 36.0], 8G5JHHFreC, 5771596]
[paragraph, [678.0, 981.0, 516.0, 36.0], 8G5JHHFreC, 5771596]
[paragraph, [678.0, 1017.0, 516.0, 36.0], 8G5JHHFreC, 5771596]
[paragraph, [678.0, 1053.0, 516.0, 36.0], 8G5JHHFreC, 5771596]
[paragraph, [678.0, 1089.0, 516.0, 36.0], 8G5JHHFreC, 5771596]
[paragraph, [678.0, 1125.0, 516.0, 36.0], 8G5JHHFreC, 5771596]
[paragraph, [678.0, 1161.0, 516.0, 36.0], 8G5JHHFreC, 5771596]
[paragraph, [131.0, 1152.0, 525.0, 36.0], xDRyBm4dEW, 5771596]
[paragraph, [131.0, 1188.0, 525.0, 36.0], xDRyBm4dEW, 5771596]
[paragraph, [131.0, 1224.0, 525.0, 36.0], xDRyBm4dEW, 5771596]
[paragraph, [131.0, 1260.0, 525.0, 36.0], xDRyBm4dEW, 5771596]
[paragraph, [131.0, 1296.0, 525.0, 36.0], xDRyBm4dEW, 5771596]
[paragraph, [131.0, 1332.0, 525.0, 36.0], xDRyBm4dEW, 5771596]
[paragraph, [131.0, 1368.0, 525.0, 36.0], xDRyBm4dEW, 5771596]
[paragraph, [668.0, 1218.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1254.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1290.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1326.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1362.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1398.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1434.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1470.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [668.0, 1506.0, 533.0, 36.0], CBB4UrvPfX, 5771596]
[paragraph, [130.0, 1425.0, 533.0, 36.0], hs1lGAxOKW, 5771596]
[paragraph, [130.0, 1461.0, 533.0, 36.0], hs1lGAxOKW, 5771596]
[paragraph, [130.0, 1497.0, 533.0, 36.0], hs1lGAxOKW, 5771596]
[folio, [605.0, 1582.0, 146.0, 36.0], p3fHdTWTag, 5771596]
