[1337, 839]
[headline, [342.0, 98.0, 142.0, 25.5], qUhlsGJD3G, 5769906]
[paragraph, [425.0, 157.0, 334.0, 18.0], dRra--Ai0k, 5769906]
[paragraph, [73.0, 163.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 181.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 199.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 217.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 235.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 253.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 271.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 289.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [73.0, 307.0, 339.0, 18.0], shoonya_0sHLOBK0EU3OW6, 5769906]
[paragraph, [423.0, 183.0, 339.0, 18.0], n-EUTmPGHW, 5769906]
[paragraph, [423.0, 201.0, 339.0, 18.0], n-EUTmPGHW, 5769906]
[paragraph, [423.0, 219.0, 339.0, 18.0], n-EUTmPGHW, 5769906]
[paragraph, [424.0, 238.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 256.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 274.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 292.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 310.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 328.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 346.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 364.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 382.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 400.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [424.0, 418.0, 339.0, 18.0], Jdtj6lFmvV, 5769906]
[paragraph, [128.0, 315.0, 211.0, 18.0], 2NQPUq1E1b, 5769906]
[paragraph, [128.0, 333.0, 211.0, 18.0], 2NQPUq1E1b, 5769906]
[paragraph, [128.0, 351.0, 211.0, 18.0], 2NQPUq1E1b, 5769906]
[paragraph, [128.0, 369.0, 211.0, 18.0], 2NQPUq1E1b, 5769906]
[paragraph, [128.0, 387.0, 211.0, 18.0], 2NQPUq1E1b, 5769906]
[paragraph, [128.0, 405.0, 211.0, 18.0], 2NQPUq1E1b, 5769906]
[paragraph, [77.0, 417.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 435.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 453.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 471.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 489.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 507.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 525.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 543.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 561.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 579.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 597.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 615.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 633.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 651.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 669.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 687.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 705.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 723.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [77.0, 741.0, 343.0, 18.0], drbvdRYC7W, 5769906]
[paragraph, [476.0, 441.0, 245.0, 18.0], ALHTO8siws, 5769906]
[paragraph, [476.0, 459.0, 245.0, 18.0], ALHTO8siws, 5769906]
[paragraph, [476.0, 477.0, 245.0, 18.0], ALHTO8siws, 5769906]
[paragraph, [476.0, 495.0, 245.0, 18.0], ALHTO8siws, 5769906]
[paragraph, [425.0, 520.0, 337.0, 18.0], -r7GKizCt4, 5769906]
[paragraph, [425.0, 538.0, 337.0, 18.0], -r7GKizCt4, 5769906]
[paragraph, [425.0, 556.0, 337.0, 18.0], -r7GKizCt4, 5769906]
[paragraph, [425.0, 574.0, 337.0, 18.0], -r7GKizCt4, 5769906]
[paragraph, [480.0, 596.0, 255.0, 18.0], O4g8Fcsdbq, 5769906]
[paragraph, [480.0, 614.0, 255.0, 18.0], O4g8Fcsdbq, 5769906]
[paragraph, [480.0, 632.0, 255.0, 18.0], O4g8Fcsdbq, 5769906]
[paragraph, [480.0, 650.0, 255.0, 18.0], O4g8Fcsdbq, 5769906]
[paragraph, [480.0, 668.0, 255.0, 18.0], O4g8Fcsdbq, 5769906]
[paragraph, [427.0, 697.0, 333.0, 18.0], _ljyCsQMpV, 5769906]
[paragraph, [427.0, 715.0, 333.0, 18.0], _ljyCsQMpV, 5769906]
[paragraph, [427.0, 733.0, 333.0, 18.0], _ljyCsQMpV, 5769906]
[paragraph, [480.0, 748.0, 243.0, 18.0], l5vv4F3u0k, 5769906]
[paragraph, [480.0, 766.0, 243.0, 18.0], l5vv4F3u0k, 5769906]
[paragraph, [480.0, 784.0, 243.0, 18.0], l5vv4F3u0k, 5769906]
[paragraph, [480.0, 802.0, 243.0, 18.0], l5vv4F3u0k, 5769906]
[paragraph, [480.0, 820.0, 243.0, 18.0], l5vv4F3u0k, 5769906]
[paragraph, [74.0, 758.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 776.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 794.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 812.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 830.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 848.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 866.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 884.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 902.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 920.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 938.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 956.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 974.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 992.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 1010.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 1028.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 1046.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 1064.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 1082.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 1100.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [74.0, 1118.0, 348.0, 18.0], tPv_8Q9PDx, 5769906]
[paragraph, [427.0, 846.0, 268.0, 18.0], BXcUyFo_Vb, 5769906]
[paragraph, [482.0, 875.0, 249.0, 18.0], UUm8BhyFtN, 5769906]
[paragraph, [482.0, 893.0, 249.0, 18.0], UUm8BhyFtN, 5769906]
[paragraph, [482.0, 911.0, 249.0, 18.0], UUm8BhyFtN, 5769906]
[paragraph, [427.0, 926.0, 335.0, 18.0], g373X6zQnD, 5769906]
[paragraph, [427.0, 944.0, 335.0, 18.0], g373X6zQnD, 5769906]
