[1255, 855]
[chapter-title, [368.0, 46.0, 215.0, 30.0], shoonya_12sYY0NAK2NPLX, 5776556]
[paragraph, [162.0, 87.0, 631.0, 18.0], shoonya_4sTEYWMDMD5Y65, 5776556]
[paragraph, [162.0, 105.0, 631.0, 18.0], shoonya_4sTEYWMDMD5Y65, 5776556]
[paragraph, [162.0, 123.0, 631.0, 18.0], shoonya_4sTEYWMDMD5Y65, 5776556]
[paragraph, [162.0, 141.0, 631.0, 18.0], shoonya_4sTEYWMDMD5Y65, 5776556]
[paragraph, [162.0, 159.0, 631.0, 18.0], shoonya_4sTEYWMDMD5Y65, 5776556]
[paragraph, [161.0, 187.0, 634.0, 18.0], shoonya_6sBYJ36ZNKISMU, 5776556]
[paragraph, [161.0, 205.0, 634.0, 18.0], shoonya_6sBYJ36ZNKISMU, 5776556]
[paragraph, [161.0, 223.0, 634.0, 18.0], shoonya_6sBYJ36ZNKISMU, 5776556]
[paragraph, [161.0, 241.0, 634.0, 18.0], shoonya_6sBYJ36ZNKISMU, 5776556]
[paragraph, [190.0, 261.0, 317.0, 18.0], shoonya_9sVFRPZEQOFEQ4, 5776556]
[paragraph, [163.0, 287.0, 631.0, 18.0], shoonya_3sVOIAE9OEEAX7, 5776556]
[paragraph, [163.0, 305.0, 631.0, 18.0], shoonya_3sVOIAE9OEEAX7, 5776556]
[paragraph, [163.0, 323.0, 631.0, 18.0], shoonya_3sVOIAE9OEEAX7, 5776556]
[paragraph, [163.0, 341.0, 631.0, 18.0], shoonya_3sVOIAE9OEEAX7, 5776556]
[paragraph, [163.0, 359.0, 631.0, 18.0], shoonya_3sVOIAE9OEEAX7, 5776556]
[paragraph, [163.0, 377.0, 631.0, 18.0], shoonya_3sVOIAE9OEEAX7, 5776556]
[paragraph, [163.0, 395.0, 631.0, 18.0], shoonya_3sVOIAE9OEEAX7, 5776556]
[paragraph, [163.0, 414.0, 630.0, 18.0], shoonya_1sCLBL137M20XK, 5776556]
[paragraph, [163.0, 432.0, 630.0, 18.0], shoonya_1sCLBL137M20XK, 5776556]
[paragraph, [163.0, 450.0, 630.0, 18.0], shoonya_1sCLBL137M20XK, 5776556]
[paragraph, [163.0, 468.0, 630.0, 18.0], shoonya_1sCLBL137M20XK, 5776556]
[paragraph, [163.0, 486.0, 630.0, 18.0], shoonya_1sCLBL137M20XK, 5776556]
[paragraph, [165.0, 512.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 530.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 548.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 566.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 584.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 602.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 620.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 638.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [165.0, 656.0, 628.0, 18.0], shoonya_0sG4ZZTNNT7YBW, 5776556]
[paragraph, [172.0, 687.0, 577.0, 18.0], shoonya_10sN01WZNT21GE, 5776556]
[paragraph, [167.0, 714.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [167.0, 732.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [167.0, 750.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [167.0, 768.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [167.0, 786.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [167.0, 804.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [167.0, 822.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [167.0, 840.0, 628.0, 18.0], shoonya_2sDPI5IQ23JPD0, 5776556]
[paragraph, [168.0, 862.0, 628.0, 18.0], shoonya_5sODW7GJGS1PQI, 5776556]
[paragraph, [168.0, 880.0, 628.0, 18.0], shoonya_5sODW7GJGS1PQI, 5776556]
[paragraph, [168.0, 898.0, 628.0, 18.0], shoonya_5sODW7GJGS1PQI, 5776556]
[paragraph, [168.0, 916.0, 628.0, 18.0], shoonya_5sODW7GJGS1PQI, 5776556]
[paragraph, [169.0, 936.0, 627.0, 18.0], shoonya_7sG4DUP3UJQVF2, 5776556]
[paragraph, [169.0, 954.0, 627.0, 18.0], shoonya_7sG4DUP3UJQVF2, 5776556]
[paragraph, [169.0, 987.0, 628.0, 18.0], shoonya_8sNNR6VKLD16AP, 5776556]
[paragraph, [169.0, 1005.0, 628.0, 18.0], shoonya_8sNNR6VKLD16AP, 5776556]
[paragraph, [169.0, 1023.0, 628.0, 18.0], shoonya_8sNNR6VKLD16AP, 5776556]
[paragraph, [169.0, 1041.0, 628.0, 18.0], shoonya_8sNNR6VKLD16AP, 5776556]
[paragraph, [169.0, 1059.0, 628.0, 18.0], shoonya_8sNNR6VKLD16AP, 5776556]
