[1320, 1176]
[folio, [67.0, 57.0, 154.0, 18.0], shoonya_0s7LEXDUPWIGEN, 5694251]
[folio, [67.0, 75.0, 154.0, 18.0], shoonya_0s7LEXDUPWIGEN, 5694251]
[folio, [67.0, 93.0, 154.0, 18.0], shoonya_0s7LEXDUPWIGEN, 5694251]
[folio, [67.0, 129.0, 154.0, 18.0], shoonya_0s7LEXDUPWIGEN, 5694251]
[folio, [67.0, 147.0, 154.0, 18.0], shoonya_0s7LEXDUPWIGEN, 5694251]
[ordered-list, [404.0, 185.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 203.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 221.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 239.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 257.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 275.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 293.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 311.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 329.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 347.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 365.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 383.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 401.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 419.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 437.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 455.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 473.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 491.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 509.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 527.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 545.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 563.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 581.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 599.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 617.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 635.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 653.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 671.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [404.0, 689.0, 311.0, 18.0], -HTyHroLvh, 5694251]
[ordered-list, [739.0, 188.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 206.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 224.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 242.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 260.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 278.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 296.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 314.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 332.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 350.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 368.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [739.0, 386.0, 305.0, 18.0], fZiM9kC-vZ, 5694251]
[ordered-list, [73.0, 191.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 209.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 227.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 245.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 263.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 281.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 299.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 317.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 335.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 353.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 371.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 389.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 407.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 425.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 443.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 461.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 479.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 497.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 515.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 533.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 551.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 569.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 587.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 605.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 623.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 641.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 659.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 677.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[ordered-list, [73.0, 695.0, 307.0, 18.0], 5uon0q7Y1D, 5694251]
[sub-ordered-list, [76.0, 191.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 209.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 227.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 245.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 263.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 281.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 299.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 317.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 335.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 353.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 371.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 389.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 407.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 425.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[sub-ordered-list, [76.0, 443.0, 305.0, 18.0], BXUM0a_l9w, 5694251]
[paragraph, [742.0, 415.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 433.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 451.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 469.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 487.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 505.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 523.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 541.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 559.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 577.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 595.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 613.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 631.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 649.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 667.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
[paragraph, [742.0, 685.0, 307.0, 18.0], KJMVsa1hCS, 5694251]
