[1447, 1063]
[folio, [416.0, 55.0, 202.0, 18.0], uZUWMbB7bW, 5762783]
[paragraph, [535.0, 89.0, 435.0, 18.0], VrgXCmw2XA, 5762783]
[paragraph, [535.0, 107.0, 435.0, 18.0], VrgXCmw2XA, 5762783]
[paragraph, [535.0, 125.0, 435.0, 18.0], VrgXCmw2XA, 5762783]
[paragraph, [535.0, 143.0, 435.0, 18.0], VrgXCmw2XA, 5762783]
[paragraph, [535.0, 161.0, 435.0, 18.0], VrgXCmw2XA, 5762783]
[paragraph, [87.0, 90.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 108.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 126.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 144.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 162.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 180.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 198.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 216.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 234.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 252.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 270.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 288.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 306.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 324.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [87.0, 342.0, 441.0, 18.0], qfz99WAz9f, 5762783]
[paragraph, [536.0, 198.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 216.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 234.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 252.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 270.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 288.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 306.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 324.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 342.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [536.0, 360.0, 431.0, 18.0], s5lkQ7wF5-, 5762783]
[paragraph, [87.0, 376.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 394.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 412.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 430.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 448.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 466.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 484.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 502.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 520.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 538.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 556.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 574.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 592.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 610.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 628.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 646.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [87.0, 664.0, 437.0, 18.0], syPrnA8zKY, 5762783]
[paragraph, [536.0, 392.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 410.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 428.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 446.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 464.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 482.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 500.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 518.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 536.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 554.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 572.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 590.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 608.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [536.0, 626.0, 435.0, 18.0], WNkTT7tX24, 5762783]
[paragraph, [535.0, 670.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 688.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 706.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 724.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 742.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 760.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 778.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 796.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 814.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 832.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 850.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 868.0, 433.0, 18.0], Iticjp35iD, 5762783]
[paragraph, [535.0, 886.0, 433.0, 18.0], Iticjp35iD, 5762783]
[section-title, [90.0, 714.0, 394.0, 30.0], -p9Q-3kZEV, 5762783]
[paragraph, [91.0, 758.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
[paragraph, [91.0, 776.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
[paragraph, [91.0, 794.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
[paragraph, [91.0, 812.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
[paragraph, [91.0, 830.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
[paragraph, [91.0, 848.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
[paragraph, [91.0, 866.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
[paragraph, [91.0, 884.0, 438.0, 18.0], qxUHW6Kg76, 5762783]
