[720, 504]
[paragraph, [48.0, 105.0, 198.0, 18.0], shoonya_4sAEDFN2DD39U2, 5651171]
[paragraph, [48.0, 123.0, 198.0, 18.0], shoonya_4sAEDFN2DD39U2, 5651171]
[paragraph, [257.0, 105.0, 199.0, 18.0], shoonya_5sJ9ZFSG980BSC, 5651171]
[paragraph, [258.0, 137.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 155.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 173.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 191.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 209.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 227.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 245.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 263.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 281.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 299.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 317.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 335.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 353.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 371.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [258.0, 389.0, 198.0, 18.0], shoonya_0sGI2B5YIUYG21, 5651171]
[paragraph, [47.0, 156.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 174.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 192.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 210.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 228.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 246.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 264.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 282.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 300.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 318.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 336.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 354.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 372.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[paragraph, [47.0, 390.0, 198.0, 18.0], shoonya_1sJ8FP8IWLIUH5, 5651171]
[section-title, [109.0, 419.0, 304.0, 30.0], shoonya_6sOR7BMZXVXTYI, 5651171]
[paragraph, [51.0, 461.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 479.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 497.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 515.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 533.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 551.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 569.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 587.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
[paragraph, [51.0, 605.0, 402.0, 18.0], shoonya_2s55NHSN8DG5DO, 5651171]
