[648, 414]
[folio, [76.0, 69.0, 89.0, 18.0], -UQUB7o7nw, 6515433]
[paragraph, [51.0, 95.0, 312.0, 18.0], shoonya_0sJE37WV2RQABW, 6515433]
[paragraph, [51.0, 113.0, 312.0, 18.0], shoonya_0sJE37WV2RQABW, 6515433]
[paragraph, [53.0, 143.0, 310.0, 18.0], shoonya_4sHOGQH0LEEJPV, 6515433]
[paragraph, [53.0, 161.0, 310.0, 18.0], shoonya_4sHOGQH0LEEJPV, 6515433]
[paragraph, [53.0, 179.0, 310.0, 18.0], shoonya_4sHOGQH0LEEJPV, 6515433]
[paragraph, [53.0, 197.0, 310.0, 18.0], shoonya_4sHOGQH0LEEJPV, 6515433]
[paragraph, [53.0, 215.0, 310.0, 18.0], shoonya_4sHOGQH0LEEJPV, 6515433]
[paragraph, [53.0, 233.0, 310.0, 18.0], shoonya_4sHOGQH0LEEJPV, 6515433]
[paragraph, [53.0, 253.0, 309.0, 18.0], shoonya_3s3ABOQZKK4LB0, 6515433]
[paragraph, [53.0, 285.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 303.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 321.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 339.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 357.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 375.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 393.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 411.0, 309.0, 18.0], shoonya_1sAS588YJ0VDJK, 6515433]
[paragraph, [53.0, 442.0, 307.0, 18.0], jGBG0A0miU, 6515433]
[paragraph, [53.0, 460.0, 307.0, 18.0], jGBG0A0miU, 6515433]
[paragraph, [53.0, 478.0, 307.0, 18.0], jGBG0A0miU, 6515433]
[paragraph, [53.0, 496.0, 307.0, 18.0], jGBG0A0miU, 6515433]
[paragraph, [53.0, 514.0, 307.0, 18.0], jGBG0A0miU, 6515433]
[paragraph, [53.0, 532.0, 307.0, 18.0], jGBG0A0miU, 6515433]
