[2200, 1700]
[contact-info, [411.0, 178.0, 874.0, 36.0], LMELarYUiN, 5737577]
[section-title, [636.0, 239.0, 420.0, 52.5], PbWD4FXd84, 5737577]
[folio, [700.0, 337.0, 314.0, 36.0], VfH-sScpjt, 5737577]
[folio, [700.0, 373.0, 314.0, 36.0], VfH-sScpjt, 5737577]
[folio, [713.0, 433.0, 269.0, 36.0], Ow-nIb_EeC, 5737577]
[section-title, [649.0, 581.0, 413.0, 52.5], nBvxdSHdP5, 5737577]
[ordered-list, [292.0, 647.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 683.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 719.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 755.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 791.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 827.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 863.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 899.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 935.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 971.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1007.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1043.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1079.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1115.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1151.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1187.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1223.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1259.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1295.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1331.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1367.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1403.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1439.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1475.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
[ordered-list, [292.0, 1511.0, 1159.0, 36.0], shoonya_0s5UH1N7IIKPM2, 5737577]
