[4767, 3325]
[folio, [271.0, 401.0, 762.0, 52.5], shoonya_1sHWS3GM8PFC93, 5710067]
[paragraph, [236.0, 540.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 592.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 645.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 697.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 750.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 802.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 855.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 907.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 960.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1012.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1065.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1117.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1170.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1222.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1275.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1327.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1380.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1432.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1485.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1537.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1590.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1642.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1695.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1747.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1800.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1852.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1905.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 1957.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2010.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2062.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2115.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2167.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2220.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2272.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2325.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2377.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2430.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2482.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2535.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2587.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2640.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2692.5, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [236.0, 2745.0, 2443.0, 52.5], xJ76kn8Mcg, 5710067]
[paragraph, [249.0, 2834.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 2886.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 2939.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 2991.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3044.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3096.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3149.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3201.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3254.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3306.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3359.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3411.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3464.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3516.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3569.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3621.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3674.0, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [249.0, 3726.5, 2402.0, 52.5], hXrb5TcABW, 5710067]
[paragraph, [236.0, 3844.0, 2423.0, 52.5], AbCWfDlwh-, 5710067]
[paragraph, [236.0, 3896.5, 2423.0, 52.5], AbCWfDlwh-, 5710067]
[paragraph, [236.0, 3949.0, 2423.0, 52.5], AbCWfDlwh-, 5710067]
[paragraph, [236.0, 4001.5, 2423.0, 52.5], AbCWfDlwh-, 5710067]
[paragraph, [236.0, 4054.0, 2423.0, 52.5], AbCWfDlwh-, 5710067]
[paragraph, [236.0, 4106.5, 2423.0, 52.5], AbCWfDlwh-, 5710067]
[paragraph, [236.0, 4159.0, 2423.0, 52.5], AbCWfDlwh-, 5710067]
[paragraph, [236.0, 4211.5, 2423.0, 52.5], AbCWfDlwh-, 5710067]
