[1748, 1239]
[section-title, [371.0, 139.0, 443.0, 49.5], shoonya_0sP19FKCGVQMPX, 5718822]
[paragraph, [212.0, 247.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 283.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 319.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 355.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 391.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 427.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 463.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 499.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 535.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 571.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 607.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 643.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 679.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 715.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 751.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [212.0, 787.0, 949.0, 36.0], shoonya_2sJA2HCAXX19SW, 5718822]
[paragraph, [202.0, 865.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 901.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 937.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 973.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1009.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1045.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1081.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1117.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1153.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1189.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1225.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [202.0, 1261.0, 943.0, 36.0], shoonya_3s6UO0DT6RVEQD, 5718822]
[paragraph, [205.0, 1341.0, 933.0, 36.0], shoonya_4sSSWDXT02OOUS, 5718822]
[paragraph, [205.0, 1377.0, 933.0, 36.0], shoonya_4sSSWDXT02OOUS, 5718822]
[paragraph, [205.0, 1413.0, 933.0, 36.0], shoonya_4sSSWDXT02OOUS, 5718822]
[paragraph, [205.0, 1449.0, 933.0, 36.0], shoonya_4sSSWDXT02OOUS, 5718822]
[paragraph, [205.0, 1485.0, 933.0, 36.0], shoonya_4sSSWDXT02OOUS, 5718822]
[paragraph, [205.0, 1521.0, 933.0, 36.0], shoonya_4sSSWDXT02OOUS, 5718822]
