[872, 605]
[folio, [34.0, 35.0, 83.0, 18.0], k-Yj_iB7x1, 6457024]
[paragraph, [38.0, 75.0, 262.0, 18.0], KhX4jqYC48, 6457024]
[paragraph, [38.0, 93.0, 262.0, 18.0], KhX4jqYC48, 6457024]
[paragraph, [304.0, 75.0, 254.0, 18.0], Nh3qk2AS6q, 6457024]
[paragraph, [304.0, 93.0, 254.0, 18.0], Nh3qk2AS6q, 6457024]
[paragraph, [304.0, 111.0, 254.0, 18.0], Nh3qk2AS6q, 6457024]
[paragraph, [304.0, 129.0, 254.0, 18.0], Nh3qk2AS6q, 6457024]
[paragraph, [304.0, 147.0, 254.0, 18.0], Nh3qk2AS6q, 6457024]
[paragraph, [304.0, 165.0, 254.0, 18.0], Nh3qk2AS6q, 6457024]
[paragraph, [38.0, 111.0, 258.0, 18.0], 4R-8n4RmMr, 6457024]
[paragraph, [41.0, 128.0, 223.0, 18.0], b4t751jStE, 6457024]
[paragraph, [41.0, 147.0, 256.0, 18.0], 2HCVarOT-S, 6457024]
[paragraph, [41.0, 165.0, 256.0, 18.0], 2HCVarOT-S, 6457024]
[paragraph, [41.0, 183.0, 256.0, 18.0], 2HCVarOT-S, 6457024]
[paragraph, [41.0, 201.0, 256.0, 18.0], 2HCVarOT-S, 6457024]
[paragraph, [301.0, 179.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 197.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 215.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 233.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 251.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 269.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 287.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 305.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 323.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [301.0, 341.0, 258.0, 18.0], bLKuOGS4z-, 6457024]
[paragraph, [37.0, 232.0, 262.0, 18.0], salwzsgHtP, 6457024]
[paragraph, [37.0, 250.0, 262.0, 18.0], salwzsgHtP, 6457024]
[paragraph, [32.0, 267.0, 268.0, 18.0], aCgCgHQP2E, 6457024]
[paragraph, [108.0, 282.0, 118.0, 18.0], 8wSB40HnvQ, 6457024]
[paragraph, [38.0, 298.0, 260.0, 18.0], 46reWPWKgT, 6457024]
[paragraph, [38.0, 316.0, 260.0, 18.0], 46reWPWKgT, 6457024]
[paragraph, [36.0, 336.0, 265.0, 18.0], v796jB5zHF, 6457024]
[paragraph, [36.0, 354.0, 265.0, 18.0], v796jB5zHF, 6457024]
[paragraph, [36.0, 372.0, 265.0, 18.0], v796jB5zHF, 6457024]
[paragraph, [36.0, 390.0, 265.0, 18.0], v796jB5zHF, 6457024]
[paragraph, [300.0, 366.0, 264.0, 18.0], PIVC0UkAdi, 6457024]
[paragraph, [300.0, 383.0, 212.0, 18.0], 4Rvs9RNg55, 6457024]
[paragraph, [301.0, 400.0, 261.0, 18.0], b84tmiK39_, 6457024]
[paragraph, [301.0, 418.0, 261.0, 18.0], b84tmiK39_, 6457024]
[paragraph, [301.0, 436.0, 261.0, 18.0], b84tmiK39_, 6457024]
[paragraph, [301.0, 454.0, 261.0, 18.0], b84tmiK39_, 6457024]
[paragraph, [301.0, 472.0, 261.0, 18.0], b84tmiK39_, 6457024]
[paragraph, [301.0, 490.0, 261.0, 18.0], b84tmiK39_, 6457024]
[paragraph, [301.0, 508.0, 261.0, 18.0], b84tmiK39_, 6457024]
[paragraph, [49.0, 419.0, 248.0, 18.0], w8QKXyPE-5, 6457024]
[paragraph, [41.0, 439.0, 253.0, 18.0], RrvhakjpZU, 6457024]
[paragraph, [41.0, 457.0, 253.0, 18.0], RrvhakjpZU, 6457024]
[paragraph, [41.0, 475.0, 253.0, 18.0], RrvhakjpZU, 6457024]
[paragraph, [38.0, 488.0, 222.0, 18.0], LkCJMQYZTr, 6457024]
[paragraph, [38.0, 510.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 528.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 546.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 564.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 582.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 600.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 618.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 636.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 654.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 672.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [38.0, 690.0, 262.0, 18.0], 6IrbxEMZ4p, 6457024]
[paragraph, [301.0, 538.0, 262.0, 18.0], EybPy6YanF, 6457024]
[paragraph, [301.0, 556.0, 262.0, 18.0], EybPy6YanF, 6457024]
[paragraph, [301.0, 574.0, 262.0, 18.0], EybPy6YanF, 6457024]
[paragraph, [301.0, 592.0, 262.0, 18.0], EybPy6YanF, 6457024]
[paragraph, [300.0, 623.0, 266.0, 18.0], AmxHGLQjOH, 6457024]
[paragraph, [300.0, 641.0, 266.0, 18.0], AmxHGLQjOH, 6457024]
[paragraph, [298.0, 657.0, 267.0, 18.0], lMGPygDfMv, 6457024]
[paragraph, [298.0, 675.0, 267.0, 18.0], lMGPygDfMv, 6457024]
[paragraph, [298.0, 693.0, 267.0, 18.0], lMGPygDfMv, 6457024]
[paragraph, [302.0, 708.0, 260.0, 18.0], njF3clM9Ij, 6457024]
[paragraph, [302.0, 726.0, 260.0, 18.0], njF3clM9Ij, 6457024]
[paragraph, [302.0, 744.0, 260.0, 18.0], njF3clM9Ij, 6457024]
[paragraph, [302.0, 762.0, 260.0, 18.0], njF3clM9Ij, 6457024]
[reference, [35.0, 724.0, 267.0, 18.0], shoonya_0sSNWBFM3MKESS, 6457024]
[reference, [35.0, 742.0, 267.0, 18.0], shoonya_0sSNWBFM3MKESS, 6457024]
[reference, [35.0, 760.0, 267.0, 18.0], shoonya_0sSNWBFM3MKESS, 6457024]
[reference, [35.0, 778.0, 267.0, 18.0], shoonya_0sSNWBFM3MKESS, 6457024]
[reference, [35.0, 796.0, 267.0, 18.0], shoonya_0sSNWBFM3MKESS, 6457024]
[reference, [35.0, 814.0, 267.0, 18.0], shoonya_0sSNWBFM3MKESS, 6457024]
[reference, [302.0, 783.0, 268.0, 18.0], cdxeIIeU8E, 6457024]
[reference, [302.0, 801.0, 268.0, 18.0], cdxeIIeU8E, 6457024]
