[4650, 3217]
[contact-info, [1245.0, 357.0, 807.0, 52.5], vmBK2FWmdB, 5697468]
[contact-info, [1245.0, 409.5, 807.0, 52.5], vmBK2FWmdB, 5697468]
[contact-info, [1245.0, 462.0, 807.0, 52.5], vmBK2FWmdB, 5697468]
[contact-info, [1245.0, 514.5, 807.0, 52.5], vmBK2FWmdB, 5697468]
[contact-info, [1245.0, 567.0, 807.0, 52.5], vmBK2FWmdB, 5697468]
[contact-info, [1245.0, 619.5, 807.0, 52.5], vmBK2FWmdB, 5697468]
[contact-info, [1245.0, 672.0, 807.0, 52.5], vmBK2FWmdB, 5697468]
[website-link, [1359.0, 641.0, 567.0, 18.0], jTOiAYPdCL, 5697468]
[website-link, [1359.0, 659.0, 567.0, 18.0], jTOiAYPdCL, 5697468]
[website-link, [1359.0, 677.0, 567.0, 18.0], jTOiAYPdCL, 5697468]
[website-link, [1359.0, 695.0, 567.0, 18.0], jTOiAYPdCL, 5697468]
[website-link, [1359.0, 713.0, 567.0, 18.0], jTOiAYPdCL, 5697468]
[folio, [247.0, 860.0, 1456.0, 52.5], rpyeHTqGeP, 5697468]
[folio, [247.0, 912.5, 1456.0, 52.5], rpyeHTqGeP, 5697468]
[dateline, [2417.0, 864.0, 600.0, 52.5], gilCIiIjXf, 5697468]
[dateline, [2417.0, 916.5, 600.0, 52.5], gilCIiIjXf, 5697468]
[paragraph, [255.0, 1046.0, 2766.0, 52.5], 1CQhUYcSUQ, 5697468]
[paragraph, [255.0, 1098.5, 2766.0, 52.5], 1CQhUYcSUQ, 5697468]
[paragraph, [255.0, 1151.0, 2766.0, 52.5], 1CQhUYcSUQ, 5697468]
[paragraph, [255.0, 1203.5, 2766.0, 52.5], 1CQhUYcSUQ, 5697468]
[paragraph, [288.0, 1330.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1382.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1435.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1487.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1540.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1592.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1645.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1697.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1750.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1802.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1855.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1907.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 1960.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 2012.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 2065.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 2117.5, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[paragraph, [288.0, 2170.0, 2713.0, 52.5], shoonya_2sPS39HAYVMO0S, 5697468]
[contact-info, [2154.0, 2483.0, 705.0, 52.5], _OswiZtTTb, 5697468]
[contact-info, [2154.0, 2535.5, 705.0, 52.5], _OswiZtTTb, 5697468]
[contact-info, [2154.0, 2588.0, 705.0, 52.5], _OswiZtTTb, 5697468]
[contact-info, [2154.0, 2640.5, 705.0, 52.5], _OswiZtTTb, 5697468]
[ordered-list, [253.0, 2894.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 2946.5, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 2999.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3051.5, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3104.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3156.5, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3209.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3261.5, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3314.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3366.5, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3419.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3471.5, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3524.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3576.5, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
[ordered-list, [253.0, 3629.0, 2825.0, 52.5], shoonya_3sYKZ0AHME2Z1P, 5697468]
