[2278, 1778]
[folio, [123.0, 60.0, 397.0, 36.0], shoonya_6s07WV7DE0UK7W, 5757903]
[folio, [123.0, 96.0, 397.0, 36.0], shoonya_6s07WV7DE0UK7W, 5757903]
[folio, [123.0, 132.0, 397.0, 36.0], shoonya_6s07WV7DE0UK7W, 5757903]
[folio, [123.0, 168.0, 397.0, 36.0], shoonya_6s07WV7DE0UK7W, 5757903]
[folio, [1293.0, 66.0, 368.0, 36.0], GZ2KiPxdcs, 5757903]
[paragraph, [126.0, 276.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 312.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 348.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 384.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 420.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 456.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 492.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 528.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 564.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 600.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 636.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 672.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 708.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 744.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 780.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 816.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [126.0, 852.0, 1537.0, 36.0], shoonya_2sGDUS16OYX0I4, 5757903]
[paragraph, [127.0, 919.0, 1529.0, 36.0], shoonya_3s5X4SW0FGEMWB, 5757903]
[paragraph, [127.0, 955.0, 1529.0, 36.0], shoonya_3s5X4SW0FGEMWB, 5757903]
[paragraph, [127.0, 991.0, 1529.0, 36.0], shoonya_3s5X4SW0FGEMWB, 5757903]
[paragraph, [127.0, 1027.0, 1529.0, 36.0], shoonya_3s5X4SW0FGEMWB, 5757903]
[paragraph, [127.0, 1063.0, 1529.0, 36.0], shoonya_3s5X4SW0FGEMWB, 5757903]
[paragraph, [127.0, 1099.0, 1529.0, 36.0], shoonya_3s5X4SW0FGEMWB, 5757903]
[section-title, [767.0, 1172.0, 246.0, 52.5], shoonya_5sKYT7HC32RY8K, 5757903]
[paragraph, [127.0, 1281.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [127.0, 1317.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [127.0, 1353.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [127.0, 1389.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [127.0, 1425.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [127.0, 1461.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [127.0, 1497.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [127.0, 1533.0, 1537.0, 36.0], shoonya_1s75JLBSY3B6MH, 5757903]
[paragraph, [126.0, 1581.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1617.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1653.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1689.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1725.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1761.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1797.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1833.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1869.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1905.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1941.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 1977.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
[paragraph, [126.0, 2013.0, 1544.0, 36.0], shoonya_0sY5PH5ZIKR863, 5757903]
