[842, 595]
[headline, [104.0, 91.0, 167.0, 25.5], shoonya_9sCFFYEWMOK9W4, 5742253]
[paragraph, [301.0, 91.0, 243.0, 18.0], shoonya_3sUQFFMLOEF4B8, 5742253]
[paragraph, [301.0, 109.0, 243.0, 18.0], shoonya_3sUQFFMLOEF4B8, 5742253]
[paragraph, [301.0, 127.0, 243.0, 18.0], shoonya_3sUQFFMLOEF4B8, 5742253]
[paragraph, [53.0, 129.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 147.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 165.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 183.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 201.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 219.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 237.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 255.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 273.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 291.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 309.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 327.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 345.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 363.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 381.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 399.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 417.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 435.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 453.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 471.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 489.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 507.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [53.0, 525.0, 241.0, 18.0], shoonya_0sEUS90MHJFQ6Z, 5742253]
[paragraph, [301.0, 155.0, 242.0, 18.0], shoonya_4s0M6UNPEBARK7, 5742253]
[paragraph, [301.0, 173.0, 242.0, 18.0], shoonya_4s0M6UNPEBARK7, 5742253]
[paragraph, [301.0, 191.0, 242.0, 18.0], shoonya_4s0M6UNPEBARK7, 5742253]
[paragraph, [301.0, 209.0, 242.0, 18.0], shoonya_4s0M6UNPEBARK7, 5742253]
[paragraph, [301.0, 227.0, 242.0, 18.0], shoonya_4s0M6UNPEBARK7, 5742253]
[paragraph, [301.0, 256.0, 242.0, 18.0], shoonya_2sXTBUQTXVW3DT, 5742253]
[paragraph, [301.0, 274.0, 242.0, 18.0], shoonya_2sXTBUQTXVW3DT, 5742253]
[paragraph, [301.0, 292.0, 242.0, 18.0], shoonya_2sXTBUQTXVW3DT, 5742253]
[paragraph, [301.0, 310.0, 242.0, 18.0], shoonya_2sXTBUQTXVW3DT, 5742253]
[paragraph, [301.0, 328.0, 242.0, 18.0], shoonya_2sXTBUQTXVW3DT, 5742253]
[paragraph, [301.0, 346.0, 242.0, 18.0], shoonya_2sXTBUQTXVW3DT, 5742253]
[paragraph, [301.0, 379.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [301.0, 397.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [301.0, 415.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [301.0, 433.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [301.0, 451.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [301.0, 469.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [301.0, 487.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [301.0, 505.0, 242.0, 18.0], shoonya_1sRLRYDNCMB8EU, 5742253]
[paragraph, [300.0, 531.0, 242.0, 18.0], shoonya_5sLT91WR827SMN, 5742253]
[paragraph, [300.0, 549.0, 242.0, 18.0], shoonya_5sLT91WR827SMN, 5742253]
[paragraph, [300.0, 567.0, 242.0, 18.0], shoonya_5sLT91WR827SMN, 5742253]
[paragraph, [300.0, 585.0, 242.0, 18.0], shoonya_5sLT91WR827SMN, 5742253]
[author, [456.0, 611.0, 86.0, 18.0], shoonya_10sJS3QKWMBH07, 5742253]
