[1200, 825]
[paragraph, [135.0, 103.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 121.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 139.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 157.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 175.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 193.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 211.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 229.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 247.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 265.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 283.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [135.0, 301.0, 550.0, 18.0], shoonya_0sVQ6RDX25401W, 5691301]
[paragraph, [136.0, 326.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 344.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 362.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 380.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 398.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 416.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 434.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 452.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 470.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 488.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 506.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 524.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 542.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 560.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 578.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 596.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 614.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 632.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 650.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 668.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 686.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 704.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 722.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 740.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 758.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 776.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 794.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 812.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 830.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 848.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 866.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 884.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 902.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 920.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 938.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 956.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [136.0, 974.0, 552.0, 18.0], 6f9yD8KlMy, 5691301]
[paragraph, [137.0, 999.0, 551.0, 18.0], FIc-nzFzSh, 5691301]
[paragraph, [137.0, 1017.0, 551.0, 18.0], FIc-nzFzSh, 5691301]
[paragraph, [137.0, 1035.0, 551.0, 18.0], FIc-nzFzSh, 5691301]
