[907, 612]
[folio, [180.0, 17.0, 228.0, 18.0], shoonya_0sYLFZBB1HVZBM, 6460703]
[paragraph, [57.0, 67.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 85.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 103.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 121.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 139.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 157.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 175.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 193.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [57.0, 211.0, 477.0, 18.0], shoonya_5sKU609JP0YN4F, 6460703]
[paragraph, [107.0, 241.0, 422.0, 18.0], 4hVqPSgObb, 6460703]
[paragraph, [107.0, 259.0, 422.0, 18.0], 4hVqPSgObb, 6460703]
[paragraph, [107.0, 277.0, 422.0, 18.0], 4hVqPSgObb, 6460703]
[paragraph, [61.0, 312.0, 339.0, 18.0], UHB9HonvVf, 6460703]
[paragraph, [61.0, 330.0, 339.0, 18.0], UHB9HonvVf, 6460703]
[paragraph, [239.0, 348.0, 116.0, 18.0], zQdm2MvNmO, 6460703]
[folio, [261.0, 427.0, 81.0, 18.0], oyhuFmAkB8, 6460703]
[section-title, [128.0, 461.0, 338.0, 30.0], fyyJIKV4Ov, 6460703]
[paragraph, [60.0, 536.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 554.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 572.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 590.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 608.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 626.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 644.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 662.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [60.0, 680.0, 476.0, 18.0], shoonya_4s28K3H5L0WIS8, 6460703]
[paragraph, [63.0, 707.0, 478.0, 18.0], shoonya_6sZIGC9CJIFPIT, 6460703]
[paragraph, [63.0, 725.0, 478.0, 18.0], shoonya_6sZIGC9CJIFPIT, 6460703]
[paragraph, [63.0, 743.0, 478.0, 18.0], shoonya_6sZIGC9CJIFPIT, 6460703]
[paragraph, [63.0, 761.0, 478.0, 18.0], shoonya_6sZIGC9CJIFPIT, 6460703]
[paragraph, [63.0, 779.0, 478.0, 18.0], shoonya_6sZIGC9CJIFPIT, 6460703]
[paragraph, [63.0, 797.0, 478.0, 18.0], shoonya_6sZIGC9CJIFPIT, 6460703]
[paragraph, [63.0, 815.0, 478.0, 18.0], shoonya_6sZIGC9CJIFPIT, 6460703]
