[2806, 1984]
[section-title, [771.0, 163.0, 448.0, 79.5], SpBinU3K33, 5698790]
[section-title, [771.0, 242.5, 448.0, 79.5], SpBinU3K33, 5698790]
[sidebar, [717.0, 374.0, 535.0, 46.5], shoonya_7sO3SSJQHX7JY3, 5698790]
[second-level-question, [228.0, 634.0, 1527.0, 46.5], shoonya_3sDDB8AFAE53FJ, 5698790]
[second-level-question, [228.0, 680.5, 1527.0, 46.5], shoonya_3sDDB8AFAE53FJ, 5698790]
[second-level-question, [228.0, 727.0, 1527.0, 46.5], shoonya_3sDDB8AFAE53FJ, 5698790]
[answer, [224.0, 806.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 852.5, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 899.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 945.5, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 992.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1038.5, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1085.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1131.5, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1178.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1224.5, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1271.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1317.5, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1364.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1410.5, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [224.0, 1457.0, 1544.0, 46.5], shoonya_0sGQ1C8RY97BML, 5698790]
[answer, [320.0, 1563.0, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1609.5, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1656.0, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1702.5, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1749.0, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1795.5, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1842.0, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1888.5, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [320.0, 1935.0, 1457.0, 46.5], 2h2cs4p0oX, 5698790]
[answer, [329.0, 2037.0, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2083.5, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2130.0, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2176.5, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2223.0, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2269.5, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2316.0, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2362.5, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2409.0, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2455.5, 1451.0, 46.5], M8SavA-_kB, 5698790]
[answer, [329.0, 2502.0, 1451.0, 46.5], M8SavA-_kB, 5698790]
