[2339, 1656]
[paragraph, [832.0, 103.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 139.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 175.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 211.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 247.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 283.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 319.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 355.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 391.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 427.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 463.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [832.0, 499.0, 711.0, 36.0], shoonya_2sZNMU37YOZGG5, 5749648]
[paragraph, [99.0, 108.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 144.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 180.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 216.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 252.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 288.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 324.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 360.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 396.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [99.0, 432.0, 704.0, 36.0], shoonya_4sA3VNCXGB1JRD, 5749648]
[paragraph, [120.0, 496.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 532.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 568.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 604.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 640.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 676.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 712.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 748.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 784.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 820.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 856.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 892.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 928.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [120.0, 964.0, 668.0, 36.0], shoonya_3sMLEFIXKV6LL0, 5749648]
[paragraph, [939.0, 552.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 588.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 624.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 660.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 696.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 732.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 768.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 804.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [939.0, 840.0, 507.0, 36.0], shoonya_6s43TE1CM5KOXO, 5749648]
[paragraph, [841.0, 916.0, 701.0, 36.0], shoonya_5sGLMR5K1AYYO9, 5749648]
[paragraph, [841.0, 952.0, 701.0, 36.0], shoonya_5sGLMR5K1AYYO9, 5749648]
[paragraph, [841.0, 988.0, 701.0, 36.0], shoonya_5sGLMR5K1AYYO9, 5749648]
[reference, [573.0, 1022.0, 229.0, 36.0], Nl5LBGPSsM, 5749648]
[paragraph, [968.0, 1030.0, 457.0, 36.0], c4rPHWPSGt, 5749648]
[paragraph, [968.0, 1066.0, 457.0, 36.0], c4rPHWPSGt, 5749648]
[paragraph, [109.0, 1081.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1117.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1153.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1189.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1225.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1261.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1297.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1333.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1369.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1405.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1441.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1477.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1513.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1549.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1585.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1621.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1657.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1693.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1729.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1765.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1801.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1837.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [109.0, 1873.0, 705.0, 36.0], shoonya_0s17UJF2F7OCBU, 5749648]
[paragraph, [840.0, 1135.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1171.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1207.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1243.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1279.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1315.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1351.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1387.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1423.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1459.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1495.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1531.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1567.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1603.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[paragraph, [840.0, 1639.0, 710.0, 36.0], shoonya_1sWG42JRMBCY7V, 5749648]
[section-title, [1169.0, 1763.0, 64.0, 52.5], 4vEPDD0RvA, 5749648]
[paragraph, [848.0, 1844.0, 711.0, 36.0], shoonya_7sYQ4UO6YHT9UF, 5749648]
