[2806, 1984]
[section-title, [425.0, 92.0, 1105.0, 79.5], vtFY5hNk5F, 5699109]
[paragraph, [302.0, 187.0, 1461.0, 46.5], 4HvS-M1kcj, 5699109]
[paragraph, [302.0, 233.5, 1461.0, 46.5], 4HvS-M1kcj, 5699109]
[paragraph, [302.0, 280.0, 1461.0, 46.5], 4HvS-M1kcj, 5699109]
[sub-section-title, [348.0, 363.0, 230.0, 76.5], shoonya_1s62SYQMLZT2K1, 5699109]
[ordered-list, [217.0, 441.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 487.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 534.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 580.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 627.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 673.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 720.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 766.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 813.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 859.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 906.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 952.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 999.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1045.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1092.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1138.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1185.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1231.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1278.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1324.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1371.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1417.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1464.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1510.5, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[ordered-list, [217.0, 1557.0, 1540.0, 46.5], shoonya_5sUZGW1120HQNV, 5699109]
[sub-section-title, [310.0, 1659.0, 330.0, 76.5], g5TgoQtBqs, 5699109]
[ordered-list, [192.0, 1755.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 1801.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 1848.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 1894.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 1941.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 1987.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2034.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2080.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2127.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2173.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2220.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2266.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2313.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2359.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2406.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2452.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2499.0, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
[ordered-list, [192.0, 2545.5, 1581.0, 46.5], shoonya_0s8RLH3QGYVRPT, 5699109]
