[2339, 1656]
[paragraph, [183.0, 198.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 234.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 270.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 306.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 342.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 378.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 414.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 450.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 486.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 522.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 558.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 594.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 630.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 666.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 702.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 738.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 774.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 810.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [183.0, 846.0, 1288.0, 36.0], shoonya_1sQRXQOI5UPWKA, 5752621]
[paragraph, [182.0, 942.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 978.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1014.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1050.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1086.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1122.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1158.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1194.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1230.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1266.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1302.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1338.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1374.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1410.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1446.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1482.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1518.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1554.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1590.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1626.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1662.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1698.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[paragraph, [182.0, 1734.0, 1291.0, 36.0], shoonya_0sNVAPVXACGF2F, 5752621]
[folio, [1125.0, 2193.0, 501.0, 36.0], tnoPw4Pecq, 5752621]
[dateline, [1181.0, 2262.0, 428.0, 64.5], 4JkHyY6x_d, 5752621]
