[2200, 1700]
[section-title, [191.0, 188.0, 169.0, 52.5], kgh4AXC87C, 5738771]
[ordered-list, [193.0, 296.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 332.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 368.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 404.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 440.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 476.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 512.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 548.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 584.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 620.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 656.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 692.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 728.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 764.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 800.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [193.0, 836.0, 632.0, 36.0], shoonya_5sBC9TD9NRPZFD, 5738771]
[ordered-list, [218.0, 878.0, 1220.0, 36.0], _O51qCwGc8, 5738771]
[ordered-list, [191.0, 1060.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1096.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1132.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1168.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1204.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1240.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1276.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1312.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1348.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1384.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1420.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1456.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1492.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1528.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1564.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1600.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1636.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1672.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1708.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1744.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1780.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1816.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1852.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1888.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
[ordered-list, [191.0, 1924.0, 842.0, 36.0], 7-Z1SlWD6y, 5738771]
