[515, 727]
[section-title, [170.0, 47.0, 135.0, 30.0], PufK08Aob0, 6533739]
[paragraph, [411.0, 48.0, 248.0, 18.0], bxwGNE72SV, 6533739]
[paragraph, [411.0, 66.0, 248.0, 18.0], bxwGNE72SV, 6533739]
[paragraph, [411.0, 84.0, 248.0, 18.0], bxwGNE72SV, 6533739]
[paragraph, [411.0, 102.0, 248.0, 18.0], bxwGNE72SV, 6533739]
[paragraph, [411.0, 120.0, 248.0, 18.0], bxwGNE72SV, 6533739]
[paragraph, [106.0, 88.0, 257.0, 18.0], 37QeZk8d0U, 6533739]
[paragraph, [106.0, 106.0, 257.0, 18.0], 37QeZk8d0U, 6533739]
[paragraph, [106.0, 124.0, 257.0, 18.0], 37QeZk8d0U, 6533739]
[paragraph, [106.0, 142.0, 257.0, 18.0], 37QeZk8d0U, 6533739]
[paragraph, [423.0, 151.0, 250.0, 18.0], UpKkYdET8h, 6533739]
[paragraph, [423.0, 169.0, 250.0, 18.0], UpKkYdET8h, 6533739]
[paragraph, [111.0, 175.0, 257.0, 18.0], Tz7fqkj8zz, 6533739]
[paragraph, [111.0, 193.0, 257.0, 18.0], Tz7fqkj8zz, 6533739]
[paragraph, [411.0, 202.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [411.0, 220.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [411.0, 238.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [411.0, 256.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [411.0, 274.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [411.0, 292.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [411.0, 310.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [411.0, 328.0, 261.0, 18.0], oLjS8uUMHd, 6533739]
[paragraph, [110.0, 237.0, 256.0, 18.0], xfFNDA2Wmv, 6533739]
[paragraph, [110.0, 255.0, 256.0, 18.0], xfFNDA2Wmv, 6533739]
[paragraph, [110.0, 273.0, 256.0, 18.0], xfFNDA2Wmv, 6533739]
[paragraph, [110.0, 291.0, 256.0, 18.0], xfFNDA2Wmv, 6533739]
[paragraph, [115.0, 325.0, 253.0, 18.0], tvHYmh-n92, 6533739]
[paragraph, [115.0, 343.0, 253.0, 18.0], tvHYmh-n92, 6533739]
[ordered-list, [403.0, 358.0, 266.0, 18.0], DiadQQGdrl, 6533739]
[ordered-list, [403.0, 376.0, 266.0, 18.0], DiadQQGdrl, 6533739]
[ordered-list, [403.0, 394.0, 266.0, 18.0], DiadQQGdrl, 6533739]
[ordered-list, [403.0, 412.0, 266.0, 18.0], DiadQQGdrl, 6533739]
[ordered-list, [104.0, 385.0, 264.0, 18.0], D8MKjbP3td, 6533739]
[ordered-list, [104.0, 403.0, 264.0, 18.0], D8MKjbP3td, 6533739]
[ordered-list, [104.0, 421.0, 264.0, 18.0], D8MKjbP3td, 6533739]
