[709, 412]
[folio, [192.0, 35.0, 46.0, 18.0], Dy-_wDmwYi, 5741080]
[paragraph, [209.0, 60.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 78.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 96.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 114.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 132.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 150.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 168.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 186.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 204.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 222.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 240.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 258.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [209.0, 276.0, 170.0, 18.0], YJhbwcKEVb, 5741080]
[paragraph, [33.0, 62.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 80.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 98.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 116.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 134.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 152.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 170.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 188.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 206.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 224.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 242.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 260.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 278.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 296.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 314.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 332.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 350.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 368.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 386.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 404.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 422.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 440.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 458.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 476.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 494.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 512.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 530.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 548.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 566.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 584.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 602.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 620.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 638.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [33.0, 656.0, 173.0, 18.0], shoonya_0sVWP5QXLRNE8F, 5741080]
[paragraph, [222.0, 300.0, 154.0, 18.0], lJiRzGGh0r, 5741080]
[paragraph, [222.0, 318.0, 154.0, 18.0], lJiRzGGh0r, 5741080]
[paragraph, [222.0, 336.0, 154.0, 18.0], lJiRzGGh0r, 5741080]
[paragraph, [220.0, 416.0, 152.0, 18.0], DwsbiN_cLs, 5741080]
[paragraph, [220.0, 434.0, 152.0, 18.0], DwsbiN_cLs, 5741080]
[paragraph, [206.0, 454.0, 180.0, 18.0], hRv9eSLCa-, 5741080]
[paragraph, [206.0, 472.0, 180.0, 18.0], hRv9eSLCa-, 5741080]
[paragraph, [206.0, 490.0, 180.0, 18.0], hRv9eSLCa-, 5741080]
