[2230, 1704]
[paragraph, [876.0, 166.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 202.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 238.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 274.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 310.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 346.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 382.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 418.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 454.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 490.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 526.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 562.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [876.0, 598.0, 771.0, 36.0], shoonya_4sM5GCY2MIF4LR, 5653945]
[paragraph, [89.0, 177.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 213.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 249.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 285.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 321.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 357.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 393.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 429.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 465.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 501.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 537.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 573.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 609.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 645.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 681.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 717.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 753.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 789.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 825.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 861.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 897.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 933.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 969.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1005.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1041.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1077.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1113.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1149.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1185.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1221.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1257.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [89.0, 1293.0, 759.0, 36.0], shoonya_3sCSXHV00PRCB1, 5653945]
[paragraph, [876.0, 662.0, 775.0, 36.0], shoonya_6sE7JJO1HK9BFU, 5653945]
[paragraph, [876.0, 698.0, 775.0, 36.0], shoonya_6sE7JJO1HK9BFU, 5653945]
[paragraph, [876.0, 734.0, 775.0, 36.0], shoonya_6sE7JJO1HK9BFU, 5653945]
[paragraph, [876.0, 770.0, 775.0, 36.0], shoonya_6sE7JJO1HK9BFU, 5653945]
[paragraph, [876.0, 806.0, 775.0, 36.0], shoonya_6sE7JJO1HK9BFU, 5653945]
[paragraph, [876.0, 842.0, 775.0, 36.0], shoonya_6sE7JJO1HK9BFU, 5653945]
[paragraph, [886.0, 905.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 941.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 977.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1013.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1049.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1085.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1121.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1157.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1193.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1229.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1265.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1301.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1337.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [886.0, 1373.0, 770.0, 36.0], shoonya_1sTJLYWJDNM7HZ, 5653945]
[paragraph, [100.0, 1366.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1402.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1438.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1474.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1510.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1546.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1582.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1618.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1654.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1690.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1726.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1762.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1798.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1834.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1870.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [100.0, 1906.0, 753.0, 36.0], shoonya_0sRIDZ184HG0FK, 5653945]
[paragraph, [893.0, 1439.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1475.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1511.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1547.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1583.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1619.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1655.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1691.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1727.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1763.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1799.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1835.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1871.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [893.0, 1907.0, 774.0, 36.0], shoonya_2s24ISWHJKWQK3, 5653945]
[paragraph, [104.0, 1973.0, 755.0, 36.0], shoonya_5sEKAWOPYFDV3T, 5653945]
[paragraph, [104.0, 2009.0, 755.0, 36.0], shoonya_5sEKAWOPYFDV3T, 5653945]
[paragraph, [104.0, 2045.0, 755.0, 36.0], shoonya_5sEKAWOPYFDV3T, 5653945]
[paragraph, [104.0, 2081.0, 755.0, 36.0], shoonya_5sEKAWOPYFDV3T, 5653945]
[paragraph, [104.0, 2117.0, 755.0, 36.0], shoonya_5sEKAWOPYFDV3T, 5653945]
[contact-info, [1382.0, 2000.0, 312.0, 36.0], 87AwFGuwc9, 5653945]
[contact-info, [1382.0, 2036.0, 312.0, 36.0], 87AwFGuwc9, 5653945]
[contact-info, [1382.0, 2072.0, 312.0, 36.0], 87AwFGuwc9, 5653945]
[contact-info, [1382.0, 2108.0, 312.0, 36.0], 87AwFGuwc9, 5653945]
[contact-info, [1382.0, 2144.0, 312.0, 36.0], 87AwFGuwc9, 5653945]
[folio, [511.0, 2184.0, 684.0, 36.0], shoonya_9s286OXMLYZNZP, 5653945]
