[1625, 1211]
[section-title, [665.0, 172.0, 439.0, 49.5], shoonya_0sV177RULYWE2G, 5742635]
[paragraph, [430.0, 294.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [430.0, 330.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [430.0, 366.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [430.0, 402.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [430.0, 438.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [430.0, 474.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [430.0, 510.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [430.0, 546.0, 341.0, 36.0], shoonya_2s963IGMWOP1WD, 5742635]
[paragraph, [796.0, 294.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 330.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 366.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 402.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 438.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 474.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 510.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 546.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 582.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 618.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 654.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 690.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 726.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 762.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
[paragraph, [796.0, 798.0, 342.0, 36.0], shoonya_3s3JNAKSTKDVWT, 5742635]
