[2200, 1700]
[headline, [556.0, 460.0, 611.0, 67.5], dWjttMBmaw, 5658863]
[headline, [556.0, 527.5, 611.0, 67.5], dWjttMBmaw, 5658863]
[folio, [1288.0, 599.0, 215.0, 36.0], shoonya_3sEFOTAGG0WOZC, 5658863]
[sidebar, [177.0, 641.0, 262.0, 36.0], shoonya_4sDUGYEOJHKAUB, 5658863]
[sidebar, [177.0, 677.0, 262.0, 36.0], shoonya_4sDUGYEOJHKAUB, 5658863]
[section-title, [768.0, 696.0, 176.0, 52.5], shoonya_7sDL021GK6PYJ0, 5658863]
[sub-section-title, [159.0, 890.0, 415.0, 55.5], shoonya_6sUP82NWM2UNJF, 5658863]
[unordered-list, [192.0, 941.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 977.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1013.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1049.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1085.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1121.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1157.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1193.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1229.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1265.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1301.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1337.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1373.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1409.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[unordered-list, [192.0, 1445.0, 1339.0, 36.0], shoonya_2sYOCRURMHPRD0, 5658863]
[sub-section-title, [141.0, 1548.0, 395.0, 55.5], shoonya_8sYO3T2CLQ3YPI, 5658863]
[unordered-list, [189.0, 1624.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1660.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1696.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1732.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1768.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1804.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1840.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1876.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1912.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
[unordered-list, [189.0, 1948.0, 962.0, 36.0], shoonya_1sE1MSE31C5X1A, 5658863]
