[700, 484]
[section-title, [173.0, 94.0, 126.0, 30.0], shoonya_0s52SBMVGB2QWS, 6464753]
[paragraph, [24.0, 185.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 203.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 221.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 239.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 257.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 275.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 293.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 311.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 329.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 347.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 365.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 383.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 401.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 419.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 437.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[paragraph, [24.0, 455.0, 416.0, 18.0], shoonya_1sVE3BTBM1EJYS, 6464753]
[author, [251.0, 488.0, 171.0, 18.0], MzgJTeEutc, 6464753]
[author, [251.0, 506.0, 171.0, 18.0], MzgJTeEutc, 6464753]
