[1755, 1240]
[paragraph, [215.0, 143.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 179.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 215.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 251.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 287.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 323.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 359.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 395.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 431.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 467.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 503.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [215.0, 539.0, 889.0, 36.0], shoonya_1sNZZIWYTPFY59, 5693320]
[paragraph, [216.0, 625.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 661.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 697.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 733.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 769.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 805.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 841.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 877.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 913.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 949.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 985.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 1021.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 1057.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 1093.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 1129.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 1165.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 1201.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [216.0, 1237.0, 880.0, 36.0], shoonya_0sBF35ZW5FL11G, 5693320]
[paragraph, [215.0, 1334.0, 885.0, 36.0], shoonya_2sUGKUBIJ8W7F0, 5693320]
[paragraph, [215.0, 1370.0, 885.0, 36.0], shoonya_2sUGKUBIJ8W7F0, 5693320]
[paragraph, [215.0, 1406.0, 885.0, 36.0], shoonya_2sUGKUBIJ8W7F0, 5693320]
[paragraph, [215.0, 1442.0, 885.0, 36.0], shoonya_2sUGKUBIJ8W7F0, 5693320]
[paragraph, [215.0, 1478.0, 885.0, 36.0], shoonya_2sUGKUBIJ8W7F0, 5693320]
[paragraph, [215.0, 1514.0, 885.0, 36.0], shoonya_2sUGKUBIJ8W7F0, 5693320]
