[2339, 1656]
[paragraph, [827.0, 98.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 134.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 170.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 206.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 242.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 278.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 314.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 350.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 386.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 422.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 458.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 494.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 530.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 566.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 602.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 638.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 674.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 710.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 746.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 782.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 818.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 854.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 890.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 926.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 962.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 998.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 1034.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [827.0, 1070.0, 715.0, 36.0], shoonya_1s3L7QYVD1F418, 5749316]
[paragraph, [96.0, 110.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 146.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 182.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 218.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 254.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 290.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 326.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 362.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 398.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 434.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 470.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 506.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 542.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 578.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 614.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 650.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 686.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 722.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 758.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 794.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 830.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 866.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 902.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 938.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 974.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1010.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1046.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1082.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1118.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1154.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1190.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1226.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1262.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [96.0, 1298.0, 709.0, 36.0], shoonya_2sIAWXL1Y1F0VQ, 5749316]
[paragraph, [839.0, 1117.0, 708.0, 36.0], shoonya_4sQNXM5TTLZZNV, 5749316]
[paragraph, [839.0, 1153.0, 708.0, 36.0], shoonya_4sQNXM5TTLZZNV, 5749316]
[paragraph, [839.0, 1189.0, 708.0, 36.0], shoonya_4sQNXM5TTLZZNV, 5749316]
[paragraph, [839.0, 1225.0, 708.0, 36.0], shoonya_4sQNXM5TTLZZNV, 5749316]
[paragraph, [839.0, 1261.0, 708.0, 36.0], shoonya_4sQNXM5TTLZZNV, 5749316]
[paragraph, [839.0, 1297.0, 708.0, 36.0], shoonya_4sQNXM5TTLZZNV, 5749316]
[paragraph, [104.0, 1344.0, 706.0, 36.0], shoonya_3sQ2Z1IEWSZEZR, 5749316]
[paragraph, [104.0, 1380.0, 706.0, 36.0], shoonya_3sQ2Z1IEWSZEZR, 5749316]
[paragraph, [104.0, 1416.0, 706.0, 36.0], shoonya_3sQ2Z1IEWSZEZR, 5749316]
[paragraph, [104.0, 1452.0, 706.0, 36.0], shoonya_3sQ2Z1IEWSZEZR, 5749316]
[paragraph, [104.0, 1488.0, 706.0, 36.0], shoonya_3sQ2Z1IEWSZEZR, 5749316]
[ordered-list, [840.0, 1459.0, 707.0, 36.0], s7oSlLGZXZ, 5749316]
[ordered-list, [840.0, 1495.0, 707.0, 36.0], s7oSlLGZXZ, 5749316]
[ordered-list, [840.0, 1531.0, 707.0, 36.0], s7oSlLGZXZ, 5749316]
[ordered-list, [840.0, 1567.0, 707.0, 36.0], s7oSlLGZXZ, 5749316]
[ordered-list, [840.0, 1603.0, 707.0, 36.0], s7oSlLGZXZ, 5749316]
[ordered-list, [840.0, 1639.0, 707.0, 36.0], s7oSlLGZXZ, 5749316]
[ordered-list, [840.0, 1675.0, 707.0, 36.0], s7oSlLGZXZ, 5749316]
[reference, [1401.0, 1519.0, 144.0, 36.0], 24zPI3BjDY, 5749316]
[paragraph, [106.0, 1555.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1591.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1627.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1663.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1699.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1735.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1771.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1807.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1843.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1879.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1915.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1951.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[paragraph, [106.0, 1987.0, 707.0, 36.0], shoonya_0sKG6LEW3H4KX4, 5749316]
[reference, [1426.0, 1573.0, 115.0, 36.0], BbkUUcAXwk, 5749316]
[reference, [1391.0, 1682.0, 157.0, 36.0], 6uV3NxNka8, 5749316]
[paragraph, [890.0, 1730.0, 511.0, 36.0], UwjMn5PA-1, 5749316]
[paragraph, [890.0, 1766.0, 511.0, 36.0], UwjMn5PA-1, 5749316]
[paragraph, [890.0, 1802.0, 511.0, 36.0], UwjMn5PA-1, 5749316]
[paragraph, [890.0, 1838.0, 511.0, 36.0], UwjMn5PA-1, 5749316]
[reference, [1380.0, 1871.0, 171.0, 36.0], ztwaWQBNzl, 5749316]
[paragraph, [852.0, 1939.0, 674.0, 36.0], AuPnA6yLd0, 5749316]
[paragraph, [852.0, 1975.0, 674.0, 36.0], AuPnA6yLd0, 5749316]
[paragraph, [852.0, 2011.0, 674.0, 36.0], AuPnA6yLd0, 5749316]
[reference, [1407.0, 2034.0, 159.0, 36.0], 7fjoyMTxFL, 5749316]
