[1818, 1374]
[folio, [632.0, 202.0, 99.0, 36.0], shoonya_0s4Y1WDTO2NMZF, 5682650]
[paragraph, [693.0, 281.0, 571.0, 36.0], _eYnG8rCz8, 5682650]
[paragraph, [693.0, 317.0, 571.0, 36.0], _eYnG8rCz8, 5682650]
[paragraph, [108.0, 289.0, 222.0, 36.0], shoonya_3sUJ9F3OAVHMGU, 5682650]
[paragraph, [107.0, 337.0, 570.0, 36.0], shoonya_4sBMJV4YGSMOR3, 5682650]
[paragraph, [107.0, 373.0, 570.0, 36.0], shoonya_4sBMJV4YGSMOR3, 5682650]
[paragraph, [107.0, 409.0, 570.0, 36.0], shoonya_4sBMJV4YGSMOR3, 5682650]
[paragraph, [107.0, 445.0, 570.0, 36.0], shoonya_4sBMJV4YGSMOR3, 5682650]
[paragraph, [107.0, 481.0, 570.0, 36.0], shoonya_4sBMJV4YGSMOR3, 5682650]
[paragraph, [107.0, 517.0, 570.0, 36.0], shoonya_4sBMJV4YGSMOR3, 5682650]
[paragraph, [695.0, 372.0, 575.0, 36.0], C924Lzc_g7, 5682650]
[paragraph, [695.0, 408.0, 575.0, 36.0], C924Lzc_g7, 5682650]
[paragraph, [695.0, 444.0, 575.0, 36.0], C924Lzc_g7, 5682650]
[paragraph, [695.0, 492.0, 570.0, 36.0], SHD548evNW, 5682650]
[paragraph, [695.0, 528.0, 570.0, 36.0], SHD548evNW, 5682650]
[paragraph, [692.0, 573.0, 575.0, 36.0], 54TFAhP6tD, 5682650]
[paragraph, [692.0, 609.0, 575.0, 36.0], 54TFAhP6tD, 5682650]
[paragraph, [692.0, 645.0, 575.0, 36.0], 54TFAhP6tD, 5682650]
[paragraph, [164.0, 628.0, 403.0, 36.0], -JibCGlFmR, 5682650]
[paragraph, [104.0, 674.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [104.0, 710.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [104.0, 746.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [104.0, 782.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [104.0, 818.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [104.0, 854.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [104.0, 890.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [104.0, 926.0, 573.0, 36.0], NAl5JQxOTd, 5682650]
[paragraph, [693.0, 691.0, 570.0, 36.0], hBF68oN6H0, 5682650]
[paragraph, [693.0, 727.0, 570.0, 36.0], hBF68oN6H0, 5682650]
[paragraph, [693.0, 763.0, 570.0, 36.0], hBF68oN6H0, 5682650]
[paragraph, [692.0, 810.0, 575.0, 36.0], k5nfw9rB6M, 5682650]
[paragraph, [692.0, 846.0, 575.0, 36.0], k5nfw9rB6M, 5682650]
[paragraph, [692.0, 882.0, 575.0, 36.0], k5nfw9rB6M, 5682650]
[paragraph, [692.0, 918.0, 575.0, 36.0], k5nfw9rB6M, 5682650]
[paragraph, [692.0, 954.0, 575.0, 36.0], k5nfw9rB6M, 5682650]
[paragraph, [692.0, 990.0, 575.0, 36.0], k5nfw9rB6M, 5682650]
[paragraph, [104.0, 1002.0, 575.0, 36.0], k6rGlD6htT, 5682650]
[paragraph, [104.0, 1038.0, 575.0, 36.0], k6rGlD6htT, 5682650]
[paragraph, [695.0, 1045.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1081.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1117.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1153.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1189.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1225.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1261.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1297.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1333.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1369.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1405.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1441.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1477.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1513.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1549.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [695.0, 1585.0, 573.0, 36.0], K_vJNmUqXY, 5682650]
[paragraph, [103.0, 1083.0, 578.0, 36.0], Bub-xc41XT, 5682650]
[paragraph, [103.0, 1119.0, 578.0, 36.0], Bub-xc41XT, 5682650]
[paragraph, [108.0, 1201.0, 568.0, 36.0], fRlbKfpnJM, 5682650]
[paragraph, [108.0, 1237.0, 568.0, 36.0], fRlbKfpnJM, 5682650]
[paragraph, [108.0, 1273.0, 568.0, 36.0], fRlbKfpnJM, 5682650]
[paragraph, [108.0, 1309.0, 568.0, 36.0], fRlbKfpnJM, 5682650]
[paragraph, [108.0, 1345.0, 568.0, 36.0], fRlbKfpnJM, 5682650]
[paragraph, [108.0, 1381.0, 568.0, 36.0], fRlbKfpnJM, 5682650]
[paragraph, [106.0, 1479.0, 575.0, 36.0], YVYoWJEQQ5, 5682650]
[paragraph, [106.0, 1515.0, 575.0, 36.0], YVYoWJEQQ5, 5682650]
[paragraph, [106.0, 1562.0, 575.0, 36.0], KyICk4sTi-, 5682650]
[paragraph, [699.0, 1636.0, 570.0, 36.0], mBQ5k_1kU8, 5682650]
[paragraph, [699.0, 1672.0, 570.0, 36.0], mBQ5k_1kU8, 5682650]
[paragraph, [109.0, 1639.0, 575.0, 36.0], S1OKrn5Fgi, 5682650]
[paragraph, [109.0, 1675.0, 575.0, 36.0], S1OKrn5Fgi, 5682650]
