[2481, 1654]
[folio, [339.0, 101.0, 138.0, 36.0], Rrwlf2xEeh, 5721129]
[paragraph, [225.0, 210.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 246.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 282.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 318.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 354.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 390.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 426.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 462.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 498.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 534.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 570.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 606.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 642.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 678.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 714.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 750.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 786.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 822.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 858.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 894.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 930.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 966.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 1002.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 1038.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 1074.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 1110.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [225.0, 1146.0, 1279.0, 36.0], shoonya_2sJOT97GJWMKL5, 5721129]
[paragraph, [282.0, 1211.0, 869.0, 36.0], shoonya_4sQHQ9PJ6RVR92, 5721129]
[paragraph, [229.0, 1261.0, 1257.0, 36.0], iilQBQlLwA, 5721129]
[paragraph, [229.0, 1297.0, 1257.0, 36.0], iilQBQlLwA, 5721129]
[paragraph, [281.0, 1368.0, 535.0, 36.0], OmR8csP83r, 5721129]
[paragraph, [221.0, 1419.0, 1272.0, 36.0], shoonya_1sHG9TXNRLK4KS, 5721129]
[paragraph, [221.0, 1455.0, 1272.0, 36.0], shoonya_1sHG9TXNRLK4KS, 5721129]
[paragraph, [221.0, 1491.0, 1272.0, 36.0], shoonya_1sHG9TXNRLK4KS, 5721129]
[paragraph, [221.0, 1527.0, 1272.0, 36.0], shoonya_1sHG9TXNRLK4KS, 5721129]
[paragraph, [285.0, 1573.0, 1124.0, 36.0], V6gxHxkB_6, 5721129]
[paragraph, [285.0, 1627.0, 1122.0, 36.0], AZQduaIv1H, 5721129]
[paragraph, [283.0, 1676.0, 876.0, 36.0], -sZwPGXF73, 5721129]
[paragraph, [227.0, 1728.0, 1267.0, 36.0], y6_VwoPQXA, 5721129]
[paragraph, [227.0, 1764.0, 1267.0, 36.0], y6_VwoPQXA, 5721129]
[paragraph, [227.0, 1800.0, 1267.0, 36.0], y6_VwoPQXA, 5721129]
[paragraph, [227.0, 1836.0, 1267.0, 36.0], y6_VwoPQXA, 5721129]
[paragraph, [224.0, 1884.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
[paragraph, [224.0, 1920.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
[paragraph, [224.0, 1956.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
[paragraph, [224.0, 1992.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
[paragraph, [224.0, 2028.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
[paragraph, [224.0, 2064.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
[paragraph, [224.0, 2100.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
[paragraph, [224.0, 2136.0, 1281.0, 36.0], shoonya_3sBGJ2VQSQFUBF, 5721129]
