[1162, 749]
[folio, [304.0, 67.0, 133.0, 18.0], shoonya_3sY6T2GI51EHBB, 5700043]
[folio, [304.0, 85.0, 133.0, 18.0], shoonya_3sY6T2GI51EHBB, 5700043]
[paragraph, [73.0, 117.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 135.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 153.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 171.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 189.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 207.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 225.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 243.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 261.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 279.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 297.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 315.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 333.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 351.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 369.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 387.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 405.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 423.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 441.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 459.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 477.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [73.0, 495.0, 596.0, 18.0], shoonya_1sGMIV4WIV8JAV, 5700043]
[paragraph, [80.0, 533.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 551.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 569.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 587.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 605.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 623.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 641.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 659.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 677.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 695.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 713.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 731.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 749.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 767.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 785.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 803.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 821.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 839.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 857.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [80.0, 875.0, 592.0, 18.0], shoonya_0sAH7BFVHY35B3, 5700043]
[paragraph, [84.0, 914.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 932.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 950.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 968.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 986.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 1004.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 1022.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 1040.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
[paragraph, [84.0, 1058.0, 594.0, 18.0], shoonya_2sH75O4S0LH3VY, 5700043]
