[2806, 1983]
[section-title, [212.0, 411.0, 1099.0, 79.5], Jd_Ph7cTVe, 5682481]
[ordered-list, [220.0, 545.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 591.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 638.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 684.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 731.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 777.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 824.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 870.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 917.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 963.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1010.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1056.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1103.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1149.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1196.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1242.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1289.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1335.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1382.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1428.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1475.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1521.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1568.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1614.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1661.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1707.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1754.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1800.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1847.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1893.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1940.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 1986.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2033.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2079.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2126.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2172.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2219.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2265.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2312.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2358.5, 1546.0, 46.5], o6IKYZZb10, 5682481]
[ordered-list, [220.0, 2405.0, 1546.0, 46.5], o6IKYZZb10, 5682481]
