[2339, 1656]
[paragraph, [183.0, 175.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 211.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 247.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 283.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 319.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 355.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 391.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 427.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 463.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 499.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 535.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 571.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 607.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 643.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 679.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 715.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 751.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 787.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 823.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 859.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 895.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 931.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 967.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1003.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1039.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1075.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1111.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1147.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1183.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1219.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1255.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1291.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1327.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1363.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1399.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [183.0, 1435.0, 1288.0, 36.0], shoonya_2sJ6PW87W0MW83, 5752966]
[paragraph, [165.0, 1526.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1562.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1598.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1634.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1670.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1706.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1742.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1778.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1814.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1850.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1886.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1922.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1958.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 1994.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[paragraph, [165.0, 2030.0, 1307.0, 36.0], u12ttk0Bo1, 5752966]
[folio, [288.0, 2133.0, 489.0, 36.0], XY8nGoUGBX, 5752966]
[folio, [288.0, 2169.0, 489.0, 36.0], XY8nGoUGBX, 5752966]
