[2338, 1654]
[paragraph, [266.0, 219.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 255.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 291.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 327.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 363.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 399.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 435.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 471.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 507.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 543.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 579.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 615.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 651.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 687.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 723.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 759.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 795.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 831.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 867.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 903.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 939.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 975.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1011.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1047.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1083.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1119.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1155.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1191.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1227.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1263.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1299.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1335.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1371.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1407.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1443.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1479.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1515.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1551.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1587.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1623.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1659.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1695.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1731.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [266.0, 1767.0, 1202.0, 36.0], shoonya_0sTFSENPUCKGID, 5753424]
[paragraph, [267.0, 1828.0, 1210.0, 36.0], shoonya_1sKGN05B67OSBX, 5753424]
[paragraph, [267.0, 1864.0, 1210.0, 36.0], shoonya_1sKGN05B67OSBX, 5753424]
[paragraph, [267.0, 1900.0, 1210.0, 36.0], shoonya_1sKGN05B67OSBX, 5753424]
[paragraph, [267.0, 1936.0, 1210.0, 36.0], shoonya_1sKGN05B67OSBX, 5753424]
[paragraph, [267.0, 1972.0, 1210.0, 36.0], shoonya_1sKGN05B67OSBX, 5753424]
[paragraph, [267.0, 2008.0, 1210.0, 36.0], shoonya_1sKGN05B67OSBX, 5753424]
