[1074, 720]
[section-title, [239.0, 169.0, 235.0, 30.0], shoonya_1sJAOLSUB96M7B, 5710599]
[paragraph, [70.0, 208.0, 579.0, 18.0], shoonya_5s1HVOE2DLIWIX, 5710599]
[paragraph, [70.0, 226.0, 579.0, 18.0], shoonya_5s1HVOE2DLIWIX, 5710599]
[paragraph, [70.0, 244.0, 579.0, 18.0], shoonya_5s1HVOE2DLIWIX, 5710599]
[paragraph, [70.0, 262.0, 579.0, 18.0], shoonya_5s1HVOE2DLIWIX, 5710599]
[paragraph, [70.0, 280.0, 579.0, 18.0], shoonya_5s1HVOE2DLIWIX, 5710599]
[paragraph, [70.0, 298.0, 579.0, 18.0], shoonya_5s1HVOE2DLIWIX, 5710599]
[paragraph, [70.0, 316.0, 579.0, 18.0], shoonya_5s1HVOE2DLIWIX, 5710599]
[paragraph, [71.0, 337.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 355.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 373.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 391.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 409.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 427.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 445.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 463.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 481.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 499.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 517.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 535.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 553.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 571.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 589.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 607.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 625.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 643.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 661.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 679.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 697.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[paragraph, [71.0, 715.0, 337.0, 18.0], shoonya_8sD5WVI5EZBNAQ, 5710599]
[figure-caption, [479.0, 694.0, 83.0, 18.0], shoonya_4sFTQYB6GHMS8B, 5710599]
[paragraph, [72.0, 746.0, 582.0, 18.0], mJHzhua74c, 5710599]
[paragraph, [72.0, 764.0, 582.0, 18.0], mJHzhua74c, 5710599]
[paragraph, [72.0, 782.0, 582.0, 18.0], mJHzhua74c, 5710599]
[paragraph, [72.0, 800.0, 582.0, 18.0], mJHzhua74c, 5710599]
[paragraph, [72.0, 818.0, 582.0, 18.0], mJHzhua74c, 5710599]
[paragraph, [72.0, 836.0, 582.0, 18.0], mJHzhua74c, 5710599]
[paragraph, [73.0, 871.0, 580.0, 18.0], shoonya_7s2JOOZYOTKZCI, 5710599]
[paragraph, [73.0, 889.0, 580.0, 18.0], shoonya_7s2JOOZYOTKZCI, 5710599]
[paragraph, [73.0, 907.0, 580.0, 18.0], shoonya_7s2JOOZYOTKZCI, 5710599]
[paragraph, [73.0, 925.0, 580.0, 18.0], shoonya_7s2JOOZYOTKZCI, 5710599]
[paragraph, [73.0, 943.0, 580.0, 18.0], shoonya_7s2JOOZYOTKZCI, 5710599]
[paragraph, [73.0, 961.0, 580.0, 18.0], shoonya_7s2JOOZYOTKZCI, 5710599]
[paragraph, [73.0, 979.0, 580.0, 18.0], shoonya_7s2JOOZYOTKZCI, 5710599]
