[680, 510]
[folio, [56.0, 25.0, 126.0, 18.0], shoonya_1sU1AVOJVTW3YD, 5761690]
[paragraph, [256.0, 58.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 76.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 94.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 112.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 130.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 148.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 166.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 184.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 202.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 220.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 238.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 256.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 274.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 292.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 310.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 328.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 346.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 364.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 382.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 400.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 418.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 436.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 454.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 472.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 490.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 508.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 526.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 544.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 562.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 580.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 598.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [256.0, 616.0, 219.0, 18.0], G5EzDCjIfp, 5761690]
[paragraph, [35.0, 60.0, 216.0, 18.0], KFMfZbsTmG, 5761690]
[paragraph, [35.0, 78.0, 216.0, 18.0], KFMfZbsTmG, 5761690]
[paragraph, [35.0, 96.0, 216.0, 18.0], KFMfZbsTmG, 5761690]
[paragraph, [35.0, 114.0, 216.0, 18.0], KFMfZbsTmG, 5761690]
[paragraph, [35.0, 132.0, 216.0, 18.0], KFMfZbsTmG, 5761690]
[paragraph, [35.0, 150.0, 216.0, 18.0], KFMfZbsTmG, 5761690]
[paragraph, [36.0, 167.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 185.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 203.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 221.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 239.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 257.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 275.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 293.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 311.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 329.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 347.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 365.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 383.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [36.0, 401.0, 217.0, 18.0], ruXke6IS3p, 5761690]
[paragraph, [34.0, 434.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 452.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 470.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 488.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 506.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 524.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 542.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 560.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 578.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 596.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
[paragraph, [34.0, 614.0, 218.0, 18.0], C2R5FQmJvh, 5761690]
