[1200, 825]
[section-title, [135.0, 106.0, 152.0, 30.0], shoonya_5sAAL99VOV93NA, 5691440]
[paragraph, [135.0, 158.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [135.0, 176.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [135.0, 194.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [135.0, 212.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [135.0, 230.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [135.0, 248.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [135.0, 266.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [135.0, 284.0, 550.0, 18.0], shoonya_3s208W8WUVXUKE, 5691440]
[paragraph, [136.0, 313.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 331.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 349.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 367.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 385.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 403.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 421.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 439.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 457.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 475.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 493.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 511.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 529.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 547.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 565.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 583.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [136.0, 601.0, 551.0, 18.0], shoonya_0s2AIIA4CCYPSM, 5691440]
[paragraph, [134.0, 621.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 639.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 657.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 675.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 693.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 711.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 729.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 747.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 765.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 783.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 801.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 819.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 837.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 855.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [134.0, 873.0, 551.0, 18.0], shoonya_1s1D4CVV4Z2RJ8, 5691440]
[paragraph, [132.0, 896.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
[paragraph, [132.0, 914.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
[paragraph, [132.0, 932.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
[paragraph, [132.0, 950.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
[paragraph, [132.0, 968.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
[paragraph, [132.0, 986.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
[paragraph, [132.0, 1004.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
[paragraph, [132.0, 1022.0, 553.0, 18.0], shoonya_2sMD0YTSP47KVY, 5691440]
