[1565, 1152]
[folio, [849.0, 74.0, 195.0, 36.0], 6NRaGeFyib, 5712567]
[folio, [849.0, 110.0, 195.0, 36.0], 6NRaGeFyib, 5712567]
[section-title, [535.0, 207.0, 478.0, 49.5], xp4a_pr-C8, 5712567]
[headline, [572.0, 296.0, 435.0, 37.5], RVekhIt9T7, 5712567]
[headline, [572.0, 333.5, 435.0, 37.5], RVekhIt9T7, 5712567]
[headline, [572.0, 371.0, 435.0, 37.5], RVekhIt9T7, 5712567]
[headline, [572.0, 408.5, 435.0, 37.5], RVekhIt9T7, 5712567]
[paragraph, [428.0, 523.0, 276.0, 36.0], shoonya_2sNDJCEH8CVQE9, 5712567]
[paragraph, [428.0, 559.0, 276.0, 36.0], shoonya_2sNDJCEH8CVQE9, 5712567]
[paragraph, [428.0, 595.0, 276.0, 36.0], shoonya_2sNDJCEH8CVQE9, 5712567]
[paragraph, [724.0, 523.0, 309.0, 36.0], shoonya_5sS343YBQ5XKGD, 5712567]
[paragraph, [724.0, 559.0, 309.0, 36.0], shoonya_5sS343YBQ5XKGD, 5712567]
[paragraph, [724.0, 595.0, 309.0, 36.0], shoonya_5sS343YBQ5XKGD, 5712567]
[paragraph, [113.0, 527.0, 291.0, 36.0], shoonya_9sFO7340MAKARQ, 5712567]
[paragraph, [113.0, 563.0, 291.0, 36.0], shoonya_9sFO7340MAKARQ, 5712567]
[paragraph, [113.0, 599.0, 291.0, 36.0], shoonya_9sFO7340MAKARQ, 5712567]
[paragraph, [113.0, 635.0, 291.0, 36.0], shoonya_9sFO7340MAKARQ, 5712567]
[paragraph, [113.0, 671.0, 291.0, 36.0], shoonya_9sFO7340MAKARQ, 5712567]
[paragraph, [419.0, 634.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 670.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 706.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 742.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 778.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 814.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 850.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 886.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 922.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 958.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 994.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 1030.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 1066.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 1102.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 1138.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 1174.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [419.0, 1210.0, 304.0, 36.0], shoonya_1sWOOY37VIQKNN, 5712567]
[paragraph, [728.0, 660.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 696.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 732.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 768.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 804.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 840.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 876.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 912.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 948.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 984.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 1020.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 1056.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [728.0, 1092.0, 308.0, 36.0], shoonya_3s7IT9NLF05Z63, 5712567]
[paragraph, [106.0, 752.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 788.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 824.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 860.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 896.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 932.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 968.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1004.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1040.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1076.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1112.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1148.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1184.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1220.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1256.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [106.0, 1292.0, 309.0, 36.0], shoonya_0sZ08WMCSUQYFR, 5712567]
[paragraph, [726.0, 1196.0, 333.0, 36.0], shoonya_6sGZFODCG2CP7H, 5712567]
[paragraph, [726.0, 1232.0, 333.0, 36.0], shoonya_6sGZFODCG2CP7H, 5712567]
[paragraph, [726.0, 1268.0, 333.0, 36.0], shoonya_6sGZFODCG2CP7H, 5712567]
[paragraph, [726.0, 1304.0, 333.0, 36.0], shoonya_6sGZFODCG2CP7H, 5712567]
[paragraph, [726.0, 1340.0, 333.0, 36.0], shoonya_6sGZFODCG2CP7H, 5712567]
[paragraph, [726.0, 1376.0, 333.0, 36.0], shoonya_6sGZFODCG2CP7H, 5712567]
[paragraph, [418.0, 1268.0, 298.0, 36.0], shoonya_4sLMRBP50PG9TC, 5712567]
[paragraph, [418.0, 1304.0, 298.0, 36.0], shoonya_4sLMRBP50PG9TC, 5712567]
[paragraph, [418.0, 1340.0, 298.0, 36.0], shoonya_4sLMRBP50PG9TC, 5712567]
[paragraph, [418.0, 1376.0, 298.0, 36.0], shoonya_4sLMRBP50PG9TC, 5712567]
[paragraph, [102.0, 1330.0, 310.0, 36.0], A_gd6q6EH3, 5712567]
[paragraph, [102.0, 1366.0, 310.0, 36.0], A_gd6q6EH3, 5712567]
