[3060, 3960]
[section-title, [24.0, 405.0, 1404.0, 93.0], _ZwX3XH-3x, 5695851]
[unordered-list, [150.0, 725.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 777.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 830.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 882.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 935.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 987.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1040.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1092.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1145.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1197.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1250.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1302.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1355.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1407.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1460.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1512.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1565.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1617.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1670.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1722.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1775.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1827.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1880.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1932.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 1985.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 2037.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 2090.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 2142.5, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[unordered-list, [150.0, 2195.0, 1283.0, 52.5], shoonya_0sTMY7DGN4DT5B, 5695851]
[paragraph, [1018.0, 2404.0, 1873.0, 52.5], DYi8Zw5_b5, 5695851]
[paragraph, [1018.0, 2456.5, 1873.0, 52.5], DYi8Zw5_b5, 5695851]
[paragraph, [1018.0, 2509.0, 1873.0, 52.5], DYi8Zw5_b5, 5695851]
[paragraph, [1018.0, 2561.5, 1873.0, 52.5], DYi8Zw5_b5, 5695851]
