[1987, 1270]
[folio, [600.0, 124.0, 85.0, 36.0], shoonya_7s7104TZC4KY98, 5682261]
[paragraph, [139.0, 192.0, 1007.0, 36.0], shoonya_3s8O2LGVFVF3YB, 5682261]
[paragraph, [139.0, 228.0, 1007.0, 36.0], shoonya_3s8O2LGVFVF3YB, 5682261]
[paragraph, [139.0, 264.0, 1007.0, 36.0], shoonya_3s8O2LGVFVF3YB, 5682261]
[paragraph, [139.0, 300.0, 1007.0, 36.0], shoonya_3s8O2LGVFVF3YB, 5682261]
[paragraph, [139.0, 349.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 385.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 421.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 457.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 493.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 529.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 565.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 601.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 637.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 673.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [139.0, 709.0, 1005.0, 36.0], shoonya_1sZFQAS89G5UFT, 5682261]
[paragraph, [140.0, 765.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 801.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 837.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 873.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 909.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 945.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 981.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 1017.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 1053.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 1089.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 1125.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 1161.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [140.0, 1197.0, 1007.0, 36.0], shoonya_0sBP2RGS9E3I2X, 5682261]
[paragraph, [136.0, 1241.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [136.0, 1277.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [136.0, 1313.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [136.0, 1349.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [136.0, 1385.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [136.0, 1421.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [136.0, 1457.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [136.0, 1493.0, 1010.0, 36.0], shoonya_2sABOT2AX0IN8C, 5682261]
[paragraph, [131.0, 1556.0, 1012.0, 36.0], shoonya_4s8GP4PJGV96YX, 5682261]
[paragraph, [131.0, 1592.0, 1012.0, 36.0], shoonya_4s8GP4PJGV96YX, 5682261]
[paragraph, [131.0, 1628.0, 1012.0, 36.0], shoonya_4s8GP4PJGV96YX, 5682261]
[paragraph, [131.0, 1664.0, 1012.0, 36.0], shoonya_4s8GP4PJGV96YX, 5682261]
[paragraph, [131.0, 1700.0, 1012.0, 36.0], shoonya_4s8GP4PJGV96YX, 5682261]
[paragraph, [131.0, 1736.0, 1012.0, 36.0], shoonya_4s8GP4PJGV96YX, 5682261]
[paragraph, [131.0, 1772.0, 1012.0, 36.0], shoonya_4s8GP4PJGV96YX, 5682261]
[paragraph, [166.0, 1816.0, 972.0, 36.0], shoonya_5sTDUSOIRVSLOF, 5682261]
