[1031, 622]
[section-title, [259.0, 69.0, 101.0, 30.0], shoonya_3sHV1A75357KYX, 5710421]
[paragraph, [60.0, 110.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 128.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 146.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 164.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 182.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 200.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 218.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 236.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 254.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [60.0, 272.0, 501.0, 18.0], shoonya_0sXNIILW7RSZDR, 5710421]
[paragraph, [58.0, 292.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 310.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 328.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 346.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 364.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 382.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 400.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 418.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 436.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 454.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 472.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 490.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 508.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 526.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 544.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 562.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 580.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 598.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 616.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 634.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 652.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 670.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 688.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 706.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 724.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 742.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 760.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 778.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 796.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 814.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 832.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[paragraph, [58.0, 850.0, 502.0, 18.0], shoonya_1s7AELC58WBKNP, 5710421]
[footnote, [73.0, 891.0, 481.0, 18.0], shoonya_2sJP83WCCP2IQ4, 5710421]
[footnote, [73.0, 909.0, 481.0, 18.0], shoonya_2sJP83WCCP2IQ4, 5710421]
