[2650, 2048]
[section-title, [79.0, 103.0, 964.0, 79.5], shoonya_12sTR22F8XWKBI, 6473620]
[paragraph, [91.0, 189.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 235.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 282.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 328.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 375.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 421.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 468.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 514.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 561.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 607.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 654.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 700.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 747.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 793.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 840.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 886.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 933.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 979.5, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[paragraph, [91.0, 1026.0, 1025.0, 46.5], shoonya_0sT8PFKM6GN9V4, 6473620]
[figure-caption, [1579.0, 504.0, 453.0, 46.5], imtwX3RGbs, 6473620]
[figure-caption, [1259.0, 990.0, 767.0, 46.5], 0hkTK-1Hik, 6473620]
[paragraph, [86.0, 1104.0, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1150.5, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1197.0, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1243.5, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1290.0, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1336.5, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1383.0, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1429.5, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[paragraph, [86.0, 1476.0, 1040.0, 46.5], shoonya_7sGQ5HGL9GBZHE, 6473620]
[figure-caption, [1221.0, 1518.0, 811.0, 46.5], urLc40miKH, 6473620]
[paragraph, [79.0, 1577.0, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1623.5, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1670.0, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1716.5, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1763.0, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1809.5, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1856.0, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
[paragraph, [79.0, 1902.5, 1029.0, 46.5], m9B_bZyKQ8, 6473620]
