[3968, 2806]
[section-title, [245.0, 228.0, 2252.0, 93.0], shoonya_5sBEKRHVG6WV53, 5683925]
[section-title, [245.0, 321.0, 2252.0, 93.0], shoonya_5sBEKRHVG6WV53, 5683925]
[author, [902.0, 2200.0, 807.0, 52.5], shoonya_6sXWGWBK1K82MC, 5683925]
[author, [902.0, 2252.5, 807.0, 52.5], shoonya_6sXWGWBK1K82MC, 5683925]
[author, [902.0, 2305.0, 807.0, 52.5], shoonya_6sXWGWBK1K82MC, 5683925]
[author, [902.0, 2357.5, 807.0, 52.5], shoonya_6sXWGWBK1K82MC, 5683925]
[paragraph, [179.0, 2497.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2549.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2602.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2654.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2707.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2759.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2812.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2864.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2917.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 2969.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3022.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3074.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3127.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3179.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3232.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3284.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3337.0, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [179.0, 3389.5, 1199.0, 52.5], shoonya_1sNPWXMHVD7P8Q, 5683925]
[paragraph, [1398.0, 2528.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2580.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2633.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2685.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2738.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2790.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2843.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2895.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 2948.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3000.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3053.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3105.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3158.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3210.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3263.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3315.5, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1398.0, 3368.0, 1199.0, 52.5], shoonya_0sCF9DVKT3XAZW, 5683925]
[paragraph, [1395.0, 3457.0, 1210.0, 52.5], qCkzNg5gPB, 5683925]
[paragraph, [1395.0, 3509.5, 1210.0, 52.5], qCkzNg5gPB, 5683925]
[paragraph, [1395.0, 3562.0, 1210.0, 52.5], qCkzNg5gPB, 5683925]
[paragraph, [1395.0, 3614.5, 1210.0, 52.5], qCkzNg5gPB, 5683925]
[paragraph, [1395.0, 3667.0, 1210.0, 52.5], qCkzNg5gPB, 5683925]
[paragraph, [179.0, 3498.0, 1198.0, 52.5], shoonya_7sAFRGWP2AFMPU, 5683925]
[paragraph, [179.0, 3550.5, 1198.0, 52.5], shoonya_7sAFRGWP2AFMPU, 5683925]
[paragraph, [179.0, 3603.0, 1198.0, 52.5], shoonya_7sAFRGWP2AFMPU, 5683925]
[paragraph, [179.0, 3655.5, 1198.0, 52.5], shoonya_7sAFRGWP2AFMPU, 5683925]
[folio, [236.0, 3812.0, 755.0, 52.5], vi2nbwUihO, 5683925]
[folio, [236.0, 3864.5, 755.0, 52.5], vi2nbwUihO, 5683925]
