[2339, 1656]
[paragraph, [824.0, 106.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 142.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 178.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 214.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 250.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 286.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 322.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 358.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 394.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 430.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 466.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 502.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 538.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 574.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 610.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 646.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 682.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 718.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 754.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 790.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [824.0, 826.0, 718.0, 36.0], shoonya_3sGJXQUSR89XLQ, 5750304]
[paragraph, [88.0, 127.0, 703.0, 36.0], shoonya_4s4YH4M3I4UQ5C, 5750304]
[paragraph, [88.0, 163.0, 703.0, 36.0], shoonya_4s4YH4M3I4UQ5C, 5750304]
[paragraph, [88.0, 199.0, 703.0, 36.0], shoonya_4s4YH4M3I4UQ5C, 5750304]
[paragraph, [88.0, 235.0, 703.0, 36.0], shoonya_4s4YH4M3I4UQ5C, 5750304]
[paragraph, [88.0, 271.0, 703.0, 36.0], shoonya_4s4YH4M3I4UQ5C, 5750304]
[paragraph, [88.0, 307.0, 703.0, 36.0], shoonya_4s4YH4M3I4UQ5C, 5750304]
[paragraph, [88.0, 343.0, 703.0, 36.0], shoonya_4s4YH4M3I4UQ5C, 5750304]
[paragraph, [169.0, 405.0, 246.0, 36.0], shoonya_9sHPJBL7AERVW7, 5750304]
[paragraph, [97.0, 445.0, 698.0, 36.0], shoonya_5sD3GGAXK6431S, 5750304]
[paragraph, [97.0, 481.0, 698.0, 36.0], shoonya_5sD3GGAXK6431S, 5750304]
[paragraph, [97.0, 517.0, 698.0, 36.0], shoonya_5sD3GGAXK6431S, 5750304]
[paragraph, [175.0, 558.0, 457.0, 36.0], shoonya_10sAJ2ZUPEJVC5, 5750304]
[paragraph, [105.0, 612.0, 699.0, 36.0], shoonya_6s0JE3Z4QEC7UJ, 5750304]
[paragraph, [105.0, 648.0, 699.0, 36.0], shoonya_6s0JE3Z4QEC7UJ, 5750304]
[paragraph, [105.0, 684.0, 699.0, 36.0], shoonya_6s0JE3Z4QEC7UJ, 5750304]
[paragraph, [105.0, 720.0, 699.0, 36.0], shoonya_6s0JE3Z4QEC7UJ, 5750304]
[paragraph, [122.0, 776.0, 289.0, 36.0], phGDbI5HFp, 5750304]
[paragraph, [111.0, 823.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 859.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 895.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 931.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 967.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1003.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1039.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1075.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1111.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1147.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1183.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1219.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1255.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [111.0, 1291.0, 709.0, 36.0], shoonya_2s5UO5DNUKXNT3, 5750304]
[paragraph, [848.0, 854.0, 700.0, 36.0], shoonya_11sCMZEWANVIDS, 5750304]
[paragraph, [848.0, 890.0, 700.0, 36.0], shoonya_11sCMZEWANVIDS, 5750304]
[paragraph, [848.0, 926.0, 700.0, 36.0], shoonya_11sCMZEWANVIDS, 5750304]
[paragraph, [848.0, 962.0, 700.0, 36.0], shoonya_11sCMZEWANVIDS, 5750304]
[paragraph, [848.0, 998.0, 700.0, 36.0], shoonya_11sCMZEWANVIDS, 5750304]
[paragraph, [848.0, 1034.0, 700.0, 36.0], shoonya_11sCMZEWANVIDS, 5750304]
[paragraph, [848.0, 1070.0, 700.0, 36.0], shoonya_11sCMZEWANVIDS, 5750304]
[paragraph, [861.0, 1120.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1156.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1192.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1228.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1264.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1300.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1336.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1372.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1408.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1444.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1480.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1516.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1552.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1588.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1624.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1660.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1696.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1732.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1768.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1804.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1840.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [861.0, 1876.0, 706.0, 36.0], shoonya_1s0EH0YE4HXCNR, 5750304]
[paragraph, [132.0, 1363.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1399.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1435.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1471.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1507.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1543.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1579.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1615.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1651.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1687.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1723.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1759.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1795.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1831.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1867.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1903.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
[paragraph, [132.0, 1939.0, 717.0, 36.0], shoonya_0sSDVUYL272Q2I, 5750304]
