[1437, 878]
[headline, [363.0, 70.0, 153.0, 25.5], zxJXlrICAa, 5769910]
[headline, [363.0, 95.5, 153.0, 25.5], zxJXlrICAa, 5769910]
[paragraph, [72.0, 142.0, 361.0, 18.0], dxASygCFoH, 5769910]
[paragraph, [72.0, 160.0, 361.0, 18.0], dxASygCFoH, 5769910]
[paragraph, [72.0, 178.0, 361.0, 18.0], dxASygCFoH, 5769910]
[paragraph, [72.0, 196.0, 361.0, 18.0], dxASygCFoH, 5769910]
[paragraph, [72.0, 214.0, 361.0, 18.0], dxASygCFoH, 5769910]
[paragraph, [72.0, 232.0, 361.0, 18.0], dxASygCFoH, 5769910]
[paragraph, [440.0, 145.0, 361.0, 18.0], 7X-5k_gJdT, 5769910]
[paragraph, [440.0, 163.0, 361.0, 18.0], 7X-5k_gJdT, 5769910]
[paragraph, [440.0, 181.0, 361.0, 18.0], 7X-5k_gJdT, 5769910]
[paragraph, [440.0, 199.0, 361.0, 18.0], 7X-5k_gJdT, 5769910]
[paragraph, [440.0, 217.0, 361.0, 18.0], 7X-5k_gJdT, 5769910]
[paragraph, [440.0, 235.0, 361.0, 18.0], 7X-5k_gJdT, 5769910]
[paragraph, [73.0, 252.0, 362.0, 18.0], MR9K1FD0li, 5769910]
[paragraph, [73.0, 270.0, 362.0, 18.0], MR9K1FD0li, 5769910]
[paragraph, [73.0, 288.0, 362.0, 18.0], MR9K1FD0li, 5769910]
[paragraph, [73.0, 306.0, 362.0, 18.0], MR9K1FD0li, 5769910]
[paragraph, [73.0, 324.0, 362.0, 18.0], MR9K1FD0li, 5769910]
[paragraph, [73.0, 342.0, 362.0, 18.0], MR9K1FD0li, 5769910]
[paragraph, [440.0, 261.0, 361.0, 18.0], cUS6k8aBD_, 5769910]
[paragraph, [440.0, 279.0, 361.0, 18.0], cUS6k8aBD_, 5769910]
[paragraph, [440.0, 297.0, 361.0, 18.0], cUS6k8aBD_, 5769910]
[paragraph, [440.0, 315.0, 361.0, 18.0], cUS6k8aBD_, 5769910]
[paragraph, [440.0, 333.0, 361.0, 18.0], cUS6k8aBD_, 5769910]
[paragraph, [442.0, 344.0, 359.0, 18.0], IbDL_Drx_U, 5769910]
[paragraph, [442.0, 362.0, 359.0, 18.0], IbDL_Drx_U, 5769910]
[paragraph, [442.0, 380.0, 359.0, 18.0], IbDL_Drx_U, 5769910]
[paragraph, [442.0, 398.0, 359.0, 18.0], IbDL_Drx_U, 5769910]
[paragraph, [442.0, 416.0, 359.0, 18.0], IbDL_Drx_U, 5769910]
[paragraph, [442.0, 434.0, 359.0, 18.0], IbDL_Drx_U, 5769910]
[paragraph, [74.0, 365.0, 362.0, 18.0], XTw3H5hcYH, 5769910]
[paragraph, [74.0, 383.0, 362.0, 18.0], XTw3H5hcYH, 5769910]
[paragraph, [74.0, 401.0, 362.0, 18.0], XTw3H5hcYH, 5769910]
[paragraph, [71.0, 421.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
[paragraph, [71.0, 439.0, 364.0, 18.0], tdhXL8u4Y_, 5769910]
