[1320, 1176]
[section-title, [416.0, 170.0, 323.0, 30.0], FgKuGu-eoZ, 5694295]
[section-title, [416.0, 200.0, 323.0, 30.0], FgKuGu-eoZ, 5694295]
[section-title, [416.0, 230.0, 323.0, 30.0], FgKuGu-eoZ, 5694295]
[section-title, [416.0, 260.0, 323.0, 30.0], FgKuGu-eoZ, 5694295]
[sub-section-title, [170.0, 212.0, 148.0, 25.5], LPFMpoSjpO, 5694295]
[sub-section-title, [170.0, 237.5, 148.0, 25.5], LPFMpoSjpO, 5694295]
[author, [799.0, 213.0, 231.0, 18.0], KqfGlRswFj, 5694295]
[author, [799.0, 231.0, 231.0, 18.0], KqfGlRswFj, 5694295]
[paragraph, [763.0, 312.0, 338.0, 18.0], shoonya_4s6ZUW7F8ZN657, 5694295]
[paragraph, [763.0, 330.0, 338.0, 18.0], shoonya_4s6ZUW7F8ZN657, 5694295]
[paragraph, [763.0, 348.0, 338.0, 18.0], shoonya_4s6ZUW7F8ZN657, 5694295]
[paragraph, [763.0, 366.0, 338.0, 18.0], shoonya_4s6ZUW7F8ZN657, 5694295]
[paragraph, [763.0, 384.0, 338.0, 18.0], shoonya_4s6ZUW7F8ZN657, 5694295]
[paragraph, [423.0, 321.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 339.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 357.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 375.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 393.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 411.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 429.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 447.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 465.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 483.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
[paragraph, [423.0, 501.0, 334.0, 18.0], shoonya_2sBDH2EOIWI8KJ, 5694295]
