[2200, 1700]
[section-title, [358.0, 104.0, 197.0, 52.5], dpOgb79hJl, 5733820]
[paragraph, [374.0, 299.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 335.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 371.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 407.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 443.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 479.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 515.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 551.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 587.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 623.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 659.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 695.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 731.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 767.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 803.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 839.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 875.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 911.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 947.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 983.0, 1133.0, 36.0], shoonya_0sR8WZLGROK9KA, 5733820]
[paragraph, [374.0, 1125.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1161.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1197.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1233.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1269.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1305.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1341.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1377.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1413.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1449.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1485.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [374.0, 1521.0, 1132.0, 36.0], shoonya_1sF67X6V01K4XL, 5733820]
[paragraph, [375.0, 1645.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1681.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1717.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1753.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1789.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1825.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1861.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1897.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1933.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 1969.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 2005.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
[paragraph, [375.0, 2041.0, 1133.0, 36.0], shoonya_2sNEFI438ZRQ54, 5733820]
