[2200, 1700]
[paragraph, [303.0, 65.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 101.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 137.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 173.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 209.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 245.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 281.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 317.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 353.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 389.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 425.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 461.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[paragraph, [303.0, 497.0, 1087.0, 36.0], shoonya_1sTUODQMZFUBF8, 5731022]
[section-title, [312.0, 587.0, 700.0, 52.5], shoonya_3sQ61NVUFKAEYW, 5731022]
[paragraph, [306.0, 648.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 684.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 720.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 756.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 792.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 828.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 864.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 900.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 936.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 972.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1008.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1044.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1080.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1116.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1152.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1188.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1224.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1260.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1296.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1332.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1368.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1404.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1440.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1476.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1512.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1548.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1584.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1620.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1656.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1692.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1728.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1764.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1800.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1836.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1872.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[paragraph, [306.0, 1908.0, 1112.0, 36.0], shoonya_0s53RDOPU51283, 5731022]
[folio, [959.0, 2013.0, 373.0, 36.0], Ulc2tFRgXy, 5731022]
