[1518, 1075]
[folio, [550.0, 116.0, 84.0, 36.0], shoonya_8s3AV1ZVNZGX7X, 5722768]
[paragraph, [556.0, 170.0, 427.0, 36.0], shoonya_5s9VHDQSF7TF2Y, 5722768]
[paragraph, [556.0, 206.0, 427.0, 36.0], shoonya_5s9VHDQSF7TF2Y, 5722768]
[paragraph, [556.0, 242.0, 427.0, 36.0], shoonya_5s9VHDQSF7TF2Y, 5722768]
[paragraph, [113.0, 174.0, 426.0, 36.0], shoonya_4s0SLJLRYDP4HU, 5722768]
[paragraph, [113.0, 210.0, 426.0, 36.0], shoonya_4s0SLJLRYDP4HU, 5722768]
[paragraph, [113.0, 246.0, 426.0, 36.0], shoonya_4s0SLJLRYDP4HU, 5722768]
[paragraph, [113.0, 282.0, 426.0, 36.0], shoonya_4s0SLJLRYDP4HU, 5722768]
[paragraph, [113.0, 318.0, 426.0, 36.0], shoonya_4s0SLJLRYDP4HU, 5722768]
[paragraph, [113.0, 354.0, 426.0, 36.0], shoonya_4s0SLJLRYDP4HU, 5722768]
[paragraph, [556.0, 316.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 352.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 388.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 424.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 460.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 496.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 532.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 568.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 604.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [556.0, 640.0, 428.0, 36.0], shoonya_3s42TTE1N7YA0E, 5722768]
[paragraph, [114.0, 417.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 453.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 489.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 525.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 561.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 597.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 633.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 669.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 705.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [114.0, 741.0, 424.0, 36.0], shoonya_1sLZRD9FV1V294, 5722768]
[paragraph, [556.0, 717.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 753.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 789.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 825.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 861.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 897.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 933.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 969.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1005.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1041.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1077.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1113.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1149.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1185.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1221.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [556.0, 1257.0, 429.0, 36.0], shoonya_2sU833EPDDITIJ, 5722768]
[paragraph, [114.0, 858.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 894.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 930.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 966.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1002.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1038.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1074.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1110.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1146.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1182.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1218.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1254.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[paragraph, [114.0, 1290.0, 425.0, 36.0], shoonya_0sSC4CIAAWVD5P, 5722768]
[folio, [191.0, 1383.0, 429.0, 36.0], shoonya_7sGFXXUAGFRWPD, 5722768]
