[792, 612]
[paragraph, [228.0, 91.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 109.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 127.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 145.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 163.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 181.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 199.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 217.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 235.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 253.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [228.0, 271.0, 154.0, 18.0], DTxaRuWFG4, 6515447]
[paragraph, [409.0, 91.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 109.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 127.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 145.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 163.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 181.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 199.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 217.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 235.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 253.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 271.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [409.0, 289.0, 153.0, 18.0], shoonya_0sUXC55QTQKRIC, 6515447]
[paragraph, [49.0, 92.0, 151.0, 18.0], shoonya_9s2OVEOXY7Q1FH, 6515447]
[paragraph, [50.0, 131.0, 152.0, 18.0], shoonya_8sKFLDN0NXPKU3, 6515447]
[paragraph, [49.0, 167.0, 152.0, 18.0], shoonya_3sOVY3NVBA0Q2P, 6515447]
[paragraph, [49.0, 185.0, 152.0, 18.0], shoonya_3sOVY3NVBA0Q2P, 6515447]
[paragraph, [48.0, 211.0, 149.0, 18.0], kfp27O38CU, 6515447]
[paragraph, [48.0, 249.0, 155.0, 18.0], E5Q5yTAq6I, 6515447]
[paragraph, [48.0, 267.0, 155.0, 18.0], E5Q5yTAq6I, 6515447]
[paragraph, [229.0, 313.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 331.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 349.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 367.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 385.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 403.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 421.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 439.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 457.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 475.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 493.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 511.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 529.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 547.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 565.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 583.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 601.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 619.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 637.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [229.0, 655.0, 152.0, 18.0], shoonya_2s05906751GVFZ, 6515447]
[paragraph, [50.0, 315.0, 149.0, 18.0], shoonya_1sDOO3CA93HVZH, 6515447]
[paragraph, [50.0, 333.0, 149.0, 18.0], shoonya_1sDOO3CA93HVZH, 6515447]
[paragraph, [409.0, 331.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 349.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 367.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 385.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 403.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 421.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 439.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 457.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 475.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 493.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 511.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 529.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [409.0, 547.0, 153.0, 18.0], shoonya_6s9VC2H1M62APN, 6515447]
[paragraph, [49.0, 399.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 417.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 435.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
[paragraph, [49.0, 453.0, 153.0, 18.0], shoonya_4s9TK9L5P70KWE, 6515447]
