[2230, 1704]
[paragraph, [869.0, 159.0, 832.0, 36.0], shoonya_7s0NX10PCF4VDV, 5653810]
[paragraph, [869.0, 195.0, 832.0, 36.0], shoonya_7s0NX10PCF4VDV, 5653810]
[paragraph, [869.0, 231.0, 832.0, 36.0], shoonya_7s0NX10PCF4VDV, 5653810]
[paragraph, [79.0, 160.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 196.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 232.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 268.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 304.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 340.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 376.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 412.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 448.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 484.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 520.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 556.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 592.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 628.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 664.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 700.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 736.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 772.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 808.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 844.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 880.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 916.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 952.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [79.0, 988.0, 772.0, 36.0], shoonya_0sM7E7EV7FYUHK, 5653810]
[paragraph, [889.0, 305.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 341.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 377.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 413.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 449.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 485.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 521.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 557.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 593.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 629.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 665.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 701.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 737.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 773.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 809.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 845.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 881.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 917.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
[paragraph, [889.0, 953.0, 773.0, 36.0], shoonya_2sVNTC7KSV938F, 5653810]
